Geo Point,Geo Shape,OBJECTID,NeworkID
"-37.8038313819, 144.9641759489","{""coordinates"": [144.9641759489, -37.8038313819], ""type"": ""Point""}",11989,111518
"-37.8301278245, 144.9019593747","{""coordinates"": [144.9019593747, -37.8301278245], ""type"": ""Point""}",11990,559378
"-37.7957251977, 144.9191755594","{""coordinates"": [144.9191755594, -37.7957251977], ""type"": ""Point""}",11996,111054
"-37.7924421738, 144.9391839958","{""coordinates"": [144.9391839958, -37.7924421738], ""type"": ""Point""}",11997,617507
"-37.8135509506, 144.9279053879","{""coordinates"": [144.9279053879, -37.8135509506], ""type"": ""Point""}",12009,627824
"-37.8304535581, 144.9860215109","{""coordinates"": [144.9860215109, -37.8304535581], ""type"": ""Point""}",12025,102028
"-37.794440612, 144.9243040938","{""coordinates"": [144.9243040938, -37.794440612], ""type"": ""Point""}",12027,100693
"-37.8036929084, 144.9538239782","{""coordinates"": [144.9538239782, -37.8036929084], ""type"": ""Point""}",12035,107891
"-37.8008985013, 144.9530349828","{""coordinates"": [144.9530349828, -37.8008985013], ""type"": ""Point""}",12057,102236
"-37.8103476837, 144.9874490352","{""coordinates"": [144.9874490352, -37.8103476837], ""type"": ""Point""}",12059,100370
"-37.7945171515, 144.9747460738","{""coordinates"": [144.9747460738, -37.7945171515], ""type"": ""Point""}",12075,109114
"-37.8089613596, 144.9752199047","{""coordinates"": [144.9752199047, -37.8089613596], ""type"": ""Point""}",12078,104368
"-37.8203877675, 144.9671147208","{""coordinates"": [144.9671147208, -37.8203877675], ""type"": ""Point""}",12088,110607
"-37.8039578287, 144.9666929961","{""coordinates"": [144.9666929961, -37.8039578287], ""type"": ""Point""}",12095,106248
"-37.7891800142, 144.930654807","{""coordinates"": [144.930654807, -37.7891800142], ""type"": ""Point""}",12104,616010
"-37.788936253, 144.9313285011","{""coordinates"": [144.9313285011, -37.788936253], ""type"": ""Point""}",12107,615773
"-37.8087897799, 144.9771827596","{""coordinates"": [144.9771827596, -37.8087897799], ""type"": ""Point""}",12122,109664
"-37.8397726432, 144.9859390932","{""coordinates"": [144.9859390932, -37.8397726432], ""type"": ""Point""}",12168,107807
"-37.8117207558, 144.9670448983","{""coordinates"": [144.9670448983, -37.8117207558], ""type"": ""Point""}",12176,109951
"-37.8150769707, 144.9657773751","{""coordinates"": [144.9657773751, -37.8150769707], ""type"": ""Point""}",12186,109268
"-37.7897261174, 144.9401748123","{""coordinates"": [144.9401748123, -37.7897261174], ""type"": ""Point""}",12192,617669
"-37.8052198113, 144.9571067599","{""coordinates"": [144.9571067599, -37.8052198113], ""type"": ""Point""}",12238,102037
"-37.8350003286, 144.9826433749","{""coordinates"": [144.9826433749, -37.8350003286], ""type"": ""Point""}",12254,107388
"-37.8104930539, 144.9692541129","{""coordinates"": [144.9692541129, -37.8104930539], ""type"": ""Point""}",12259,105673
"-37.7927761174, 144.9244561602","{""coordinates"": [144.9244561602, -37.7927761174], ""type"": ""Point""}",12280,100937
"-37.8127006452, 144.9543143669","{""coordinates"": [144.9543143669, -37.8127006452], ""type"": ""Point""}",12282,105371
"-37.8355158366, 144.9819121616","{""coordinates"": [144.9819121616, -37.8355158366], ""type"": ""Point""}",12288,107377
"-37.8109149325, 144.960168207","{""coordinates"": [144.960168207, -37.8109149325], ""type"": ""Point""}",12292,105451
"-37.7905254947, 144.9425717202","{""coordinates"": [144.9425717202, -37.7905254947], ""type"": ""Point""}",12295,616739
"-37.816032276, 144.9374589884","{""coordinates"": [144.9374589884, -37.816032276], ""type"": ""Point""}",12302,632884
"-37.8172843252, 144.9624418438","{""coordinates"": [144.9624418438, -37.8172843252], ""type"": ""Point""}",12307,102092
"-37.7949289002, 144.9471321456","{""coordinates"": [144.9471321456, -37.7949289002], ""type"": ""Point""}",12311,100098
"-37.8237897978, 144.9101157902","{""coordinates"": [144.9101157902, -37.8237897978], ""type"": ""Point""}",12314,110504
"-37.8120832252, 144.9598055147","{""coordinates"": [144.9598055147, -37.8120832252], ""type"": ""Point""}",12335,108094
"-37.8062560942, 144.9517364867","{""coordinates"": [144.9517364867, -37.8062560942], ""type"": ""Point""}",12338,101914
"-37.8121396038, 144.9864783712","{""coordinates"": [144.9864783712, -37.8121396038], ""type"": ""Point""}",12347,104525
"-37.8090675323, 144.9452401568","{""coordinates"": [144.9452401568, -37.8090675323], ""type"": ""Point""}",12352,104735
"-37.8052373943, 144.9540660488","{""coordinates"": [144.9540660488, -37.8052373943], ""type"": ""Point""}",12357,105041
"-37.8005575179, 144.9629429462","{""coordinates"": [144.9629429462, -37.8005575179], ""type"": ""Point""}",12378,104460
"-37.7932060991, 144.9323579288","{""coordinates"": [144.9323579288, -37.7932060991], ""type"": ""Point""}",12394,615542
"-37.7774908708, 144.9385957013","{""coordinates"": [144.9385957013, -37.7774908708], ""type"": ""Point""}",12395,610473
"-37.803631647, 144.943052057","{""coordinates"": [144.943052057, -37.803631647], ""type"": ""Point""}",12401,102797
"-37.7951736246, 144.9332324888","{""coordinates"": [144.9332324888, -37.7951736246], ""type"": ""Point""}",12404,560889
"-37.790892877, 144.9327390346","{""coordinates"": [144.9327390346, -37.790892877], ""type"": ""Point""}",12421,615149
"-37.8017790214, 144.949551123","{""coordinates"": [144.949551123, -37.8017790214], ""type"": ""Point""}",12439,111177
"-37.7935339456, 144.9322965564","{""coordinates"": [144.9322965564, -37.7935339456], ""type"": ""Point""}",12454,615548
"-37.8134485455, 144.9594385924","{""coordinates"": [144.9594385924, -37.8134485455], ""type"": ""Point""}",12469,105709
"-37.8018973425, 144.9429389494","{""coordinates"": [144.9429389494, -37.8018973425], ""type"": ""Point""}",12480,581547
"-37.8016695906, 144.95321679","{""coordinates"": [144.95321679, -37.8016695906], ""type"": ""Point""}",12489,102206
"-37.7982445387, 144.9495908254","{""coordinates"": [144.9495908254, -37.7982445387], ""type"": ""Point""}",12500,104695
"-37.7922740471, 144.9451235172","{""coordinates"": [144.9451235172, -37.7922740471], ""type"": ""Point""}",12503,103865
"-37.7930882473, 144.9291915238","{""coordinates"": [144.9291915238, -37.7930882473], ""type"": ""Point""}",12525,616917
"-37.7929736663, 144.9251057082","{""coordinates"": [144.9251057082, -37.7929736663], ""type"": ""Point""}",12594,100881
"-37.8166677492, 144.9610454227","{""coordinates"": [144.9610454227, -37.8166677492], ""type"": ""Point""}",12601,110666
"-37.8047891564, 144.9505277641","{""coordinates"": [144.9505277641, -37.8047891564], ""type"": ""Point""}",12617,614209
"-37.8104958264, 144.9463000505","{""coordinates"": [144.9463000505, -37.8104958264], ""type"": ""Point""}",12630,528904
"-37.8017222044, 144.946262162","{""coordinates"": [144.946262162, -37.8017222044], ""type"": ""Point""}",12676,107749
"-37.793753796, 144.974879499","{""coordinates"": [144.974879499, -37.793753796], ""type"": ""Point""}",12688,109108
"-37.7938511163, 144.9551060209","{""coordinates"": [144.9551060209, -37.7938511163], ""type"": ""Point""}",12692,104151
"-37.8132413669, 144.9850445922","{""coordinates"": [144.9850445922, -37.8132413669], ""type"": ""Point""}",12694,104338
"-37.7904284279, 144.9389094249","{""coordinates"": [144.9389094249, -37.7904284279], ""type"": ""Point""}",12702,616924
"-37.7950628366, 144.957166642","{""coordinates"": [144.957166642, -37.7950628366], ""type"": ""Point""}",12703,103796
"-37.8032814951, 144.9158847185","{""coordinates"": [144.9158847185, -37.8032814951], ""type"": ""Point""}",12705,681462
"-37.7979274911, 144.9509848798","{""coordinates"": [144.9509848798, -37.7979274911], ""type"": ""Point""}",12710,101866
"-37.8042085386, 144.9529337852","{""coordinates"": [144.9529337852, -37.8042085386], ""type"": ""Point""}",12714,108606
"-37.7959271939, 144.9256946844","{""coordinates"": [144.9256946844, -37.7959271939], ""type"": ""Point""}",12722,589649
"-37.7901471736, 144.9226897957","{""coordinates"": [144.9226897957, -37.7901471736], ""type"": ""Point""}",12740,105069
"-37.7933529113, 144.9188810351","{""coordinates"": [144.9188810351, -37.7933529113], ""type"": ""Point""}",12760,110985
"-37.7903376098, 144.9340642087","{""coordinates"": [144.9340642087, -37.7903376098], ""type"": ""Point""}",12769,614875
"-37.7963738491, 144.9519020354","{""coordinates"": [144.9519020354, -37.7963738491], ""type"": ""Point""}",12771,104194
"-37.7899161768, 144.9301800002","{""coordinates"": [144.9301800002, -37.7899161768], ""type"": ""Point""}",12782,615165
"-37.8102025646, 144.9899264685","{""coordinates"": [144.9899264685, -37.8102025646], ""type"": ""Point""}",12784,109611
"-37.790010211, 144.9219464732","{""coordinates"": [144.9219464732, -37.790010211], ""type"": ""Point""}",12790,103388
"-37.7893012703, 144.9312589344","{""coordinates"": [144.9312589344, -37.7893012703], ""type"": ""Point""}",12796,615787
"-37.7974683186, 144.96820991","{""coordinates"": [144.96820991, -37.7974683186], ""type"": ""Point""}",12801,103107
"-37.7890006003, 144.9313161276","{""coordinates"": [144.9313161276, -37.7890006003], ""type"": ""Point""}",12808,615774
"-37.7980761486, 144.9721682175","{""coordinates"": [144.9721682175, -37.7980761486], ""type"": ""Point""}",12810,106284
"-37.7900369654, 144.928032216","{""coordinates"": [144.928032216, -37.7900369654], ""type"": ""Point""}",12820,614609
"-37.8178476511, 144.9632258115","{""coordinates"": [144.9632258115, -37.8178476511], ""type"": ""Point""}",12829,103950
"-37.7965497621, 144.929400769","{""coordinates"": [144.929400769, -37.7965497621], ""type"": ""Point""}",12863,110202
"-37.7971961079, 144.9290693332","{""coordinates"": [144.9290693332, -37.7971961079], ""type"": ""Point""}",12869,107058
"-37.8034757635, 144.9463971127","{""coordinates"": [144.9463971127, -37.8034757635], ""type"": ""Point""}",12883,103358
"-37.8029795822, 144.9594420047","{""coordinates"": [144.9594420047, -37.8029795822], ""type"": ""Point""}",12885,100829
"-37.7951712028, 144.9746338852","{""coordinates"": [144.9746338852, -37.7951712028], ""type"": ""Point""}",12895,109126
"-37.8116995869, 144.9665431188","{""coordinates"": [144.9665431188, -37.8116995869], ""type"": ""Point""}",12896,104781
"-37.8310486982, 144.9186049782","{""coordinates"": [144.9186049782, -37.8310486982], ""type"": ""Point""}",12899,110639
"-37.8161663667, 144.9544057442","{""coordinates"": [144.9544057442, -37.8161663667], ""type"": ""Point""}",12909,101168
"-37.8124670924, 144.9676479132","{""coordinates"": [144.9676479132, -37.8124670924], ""type"": ""Point""}",12918,108538
"-37.8096304031, 144.9839907913","{""coordinates"": [144.9839907913, -37.8096304031], ""type"": ""Point""}",12945,102001
"-37.8141995594, 144.9542960183","{""coordinates"": [144.9542960183, -37.8141995594], ""type"": ""Point""}",12991,105720
"-37.7961458203, 144.9463470025","{""coordinates"": [144.9463470025, -37.7961458203], ""type"": ""Point""}",12994,100062
"-37.7935594107, 144.9267656886","{""coordinates"": [144.9267656886, -37.7935594107], ""type"": ""Point""}",13009,103366
"-37.8075213724, 144.9612242063","{""coordinates"": [144.9612242063, -37.8075213724], ""type"": ""Point""}",13034,104102
"-37.7932028583, 144.9190848941","{""coordinates"": [144.9190848941, -37.7932028583], ""type"": ""Point""}",13057,110981
"-37.8131107635, 144.9690838984","{""coordinates"": [144.9690838984, -37.8131107635], ""type"": ""Point""}",13061,102195
"-37.8004024263, 144.9696530772","{""coordinates"": [144.9696530772, -37.8004024263], ""type"": ""Point""}",13073,108172
"-37.7890176341, 144.9236390516","{""coordinates"": [144.9236390516, -37.7890176341], ""type"": ""Point""}",13082,617771
"-37.8112028626, 144.9593022862","{""coordinates"": [144.9593022862, -37.8112028626], ""type"": ""Point""}",13090,108090
"-37.8063953868, 144.9543199459","{""coordinates"": [144.9543199459, -37.8063953868], ""type"": ""Point""}",13092,110123
"-37.801848451, 144.9474710982","{""coordinates"": [144.9474710982, -37.801848451], ""type"": ""Point""}",13095,107761
"-37.7937200504, 144.9298922893","{""coordinates"": [144.9298922893, -37.7937200504], ""type"": ""Point""}",13096,616041
"-37.7973583612, 144.9514330951","{""coordinates"": [144.9514330951, -37.7973583612], ""type"": ""Point""}",13097,110814
"-37.8185871615, 144.9627097929","{""coordinates"": [144.9627097929, -37.8185871615], ""type"": ""Point""}",13268,104003
"-37.8058326865, 144.9516390659","{""coordinates"": [144.9516390659, -37.8058326865], ""type"": ""Point""}",13305,533748
"-37.8006272803, 144.9490656114","{""coordinates"": [144.9490656114, -37.8006272803], ""type"": ""Point""}",13309,100522
"-37.8021474838, 144.9466573712","{""coordinates"": [144.9466573712, -37.8021474838], ""type"": ""Point""}",13547,107744
"-37.7969298483, 144.9373601624","{""coordinates"": [144.9373601624, -37.7969298483], ""type"": ""Point""}",13554,105424
"-37.8114846289, 144.9906906547","{""coordinates"": [144.9906906547, -37.8114846289], ""type"": ""Point""}",13556,100316
"-37.8031485928, 144.9559092306","{""coordinates"": [144.9559092306, -37.8031485928], ""type"": ""Point""}",13580,101540
"-37.8037305767, 144.950503342","{""coordinates"": [144.950503342, -37.8037305767], ""type"": ""Point""}",13584,556121
"-37.7945730158, 144.9208961364","{""coordinates"": [144.9208961364, -37.7945730158], ""type"": ""Point""}",13587,110868
"-37.8165763097, 144.9766464866","{""coordinates"": [144.9766464866, -37.8165763097], ""type"": ""Point""}",13611,623209
"-37.812399951, 144.9532643363","{""coordinates"": [144.9532643363, -37.812399951], ""type"": ""Point""}",13632,105469
"-37.8112043514, 144.9607368743","{""coordinates"": [144.9607368743, -37.8112043514], ""type"": ""Point""}",13635,109254
"-37.7926343915, 144.9296173916","{""coordinates"": [144.9296173916, -37.7926343915], ""type"": ""Point""}",13669,617018
"-37.8131042656, 144.9900268241","{""coordinates"": [144.9900268241, -37.8131042656], ""type"": ""Point""}",13680,102405
"-37.8306326304, 144.9674665954","{""coordinates"": [144.9674665954, -37.8306326304], ""type"": ""Point""}",13728,110436
"-37.7951562205, 144.9673341199","{""coordinates"": [144.9673341199, -37.7951562205], ""type"": ""Point""}",13733,109967
"-37.7930396028, 144.918758306","{""coordinates"": [144.918758306, -37.7930396028], ""type"": ""Point""}",13766,111033
"-37.8164950304, 144.965962391","{""coordinates"": [144.965962391, -37.8164950304], ""type"": ""Point""}",13790,103963
"-37.790364463, 144.9408782235","{""coordinates"": [144.9408782235, -37.790364463], ""type"": ""Point""}",13831,617603
"-37.805091749, 144.9542432958","{""coordinates"": [144.9542432958, -37.805091749], ""type"": ""Point""}",13841,105039
"-37.7971878603, 144.9336974033","{""coordinates"": [144.9336974033, -37.7971878603], ""type"": ""Point""}",13843,103758
"-37.7952400706, 144.9243210815","{""coordinates"": [144.9243210815, -37.7952400706], ""type"": ""Point""}",13894,603954
"-37.7995838994, 144.9538183963","{""coordinates"": [144.9538183963, -37.7995838994], ""type"": ""Point""}",13905,104822
"-37.7933993421, 144.9562014393","{""coordinates"": [144.9562014393, -37.7933993421], ""type"": ""Point""}",13936,107309
"-37.7922897062, 144.9324740203","{""coordinates"": [144.9324740203, -37.7922897062], ""type"": ""Point""}",13939,615350
"-37.8064731142, 144.9481617874","{""coordinates"": [144.9481617874, -37.8064731142], ""type"": ""Point""}",13956,104719
"-37.8134932757, 144.9567835957","{""coordinates"": [144.9567835957, -37.8134932757], ""type"": ""Point""}",13959,110102
"-37.7989150302, 144.9739476624","{""coordinates"": [144.9739476624, -37.7989150302], ""type"": ""Point""}",13961,100740
"-37.7802604441, 144.9446737479","{""coordinates"": [144.9446737479, -37.7802604441], ""type"": ""Point""}",13965,107618
"-37.7889895331, 144.9236831266","{""coordinates"": [144.9236831266, -37.7889895331], ""type"": ""Point""}",13969,617772
"-37.8106621909, 144.9455476553","{""coordinates"": [144.9455476553, -37.8106621909], ""type"": ""Point""}",14009,109030
