area,central_asset_id,feature_location,feature_type,site_class,site_name,type,json_ogc_wkt_crs,json_geometry,geo_point_2d
Lake Wendouree,00212975,Lake Wendouree,PF-Path Lights,OS-State,Lake Wendouree Reser,Ground Uplight,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8228419741, -37.5553359844], ""type"": ""Point""}","-37.5553359844, 143.8228419741"
Lake Wendouree,00212976,Lake Wendouree,PF-Path Lights,OS-State,Lake Wendouree Reser,Ground Uplight,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8228230141, -37.5553479694], ""type"": ""Point""}","-37.5553479694, 143.8228230141"
Lake Wendouree,00212979,Lake Wendouree,PF-Pole Lights,OS-State,Lake Wendouree Reser,Cone,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8232130236, -37.5483739332], ""type"": ""Point""}","-37.5483739332, 143.8232130236"
Lake Wendouree,00212986,Lake Wendouree,PF-Heritage Lighting,OS-State,Lake Wendouree Reser,Botanical Gardens La,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8229960188, -37.5472010289], ""type"": ""Point""}","-37.5472010289, 143.8229960188"
Lake Wendouree,00212990,Lake Wendouree,PF-Pole Lights,OS-State,Lake Wendouree Reser,Cone,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8238810578, -37.5476510161], ""type"": ""Point""}","-37.5476510161, 143.8238810578"
Lake Wendouree,00212991,Lake Wendouree,PF-Pole Lights,OS-State,Lake Wendouree Reser,Cone,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8234570303, -37.5468900004], ""type"": ""Point""}","-37.5468900004, 143.8234570303"
Lake Wendouree,00212994,Lake Wendouree,PF-Pole Lights,OS-State,Lake Wendouree Reser,Cone,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8235319296, -37.546453978], ""type"": ""Point""}","-37.546453978, 143.8235319296"
Lake Wendouree,00212995,Lake Wendouree,PF-Street Light,OS-State,Lake Wendouree Reser,Single Street Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8305849977, -37.5434930279], ""type"": ""Point""}","-37.5434930279, 143.8305849977"
Lake Wendouree,00212998,Lake Wendouree,PF-Pole Lights,OS-State,Lake Wendouree Reser,Cone,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8417620943, -37.5533879985], ""type"": ""Point""}","-37.5533879985, 143.8417620943"
Lake Wendouree,00213008,Lake Wendouree,PF-Pole Lights,OS-State,Lake Wendouree Reser,Cone,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8414409504, -37.5533460046], ""type"": ""Point""}","-37.5533460046, 143.8414409504"
Lake Wendouree,00213014,Lake Wendouree,PF-Street Light,OS-State,Lake Wendouree Reser,Mercury 80W on Timbe,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8388800868, -37.5556150107], ""type"": ""Point""}","-37.5556150107, 143.8388800868"
Lake Wendouree,00213015,Lake Wendouree,PF-Street Light,OS-State,Lake Wendouree Reser,Mercury 80W on Timbe,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8320190508, -37.5559290081], ""type"": ""Point""}","-37.5559290081, 143.8320190508"
Lake Wendouree,00213018,Lake Wendouree,PF-Path Lights,OS-State,Lake Wendouree Reser,Ground Uplight,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8227940662, -37.5555230746], ""type"": ""Point""}","-37.5555230746, 143.8227940662"
Learmonth,00213084,Learmonth Recreation Reserve,PF-Sports Ground Lig,OS-District,Learmonth Recreation,3 Downlights - Timbe,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.7103068548, -37.421767145], ""type"": ""Point""}","-37.421767145, 143.7103068548"
Learmonth,00213087,Learmonth Recreation Reserve,PF-Sports Ground Lig,OS-District,Learmonth Recreation,2 Downlights - Timbe,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.7105809467, -37.4221029389], ""type"": ""Point""}","-37.4221029389, 143.7105809467"
Bakery Hill,00213109,,PF-Sports Ground Lig,OS-District,Len T Frazer Reserve,2 Shaped Downlights,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8675239091, -37.566376973], ""type"": ""Point""}","-37.566376973, 143.8675239091"
Golden Point,00213125,Llanberris Athletics Reserve,PF-Street Light,OS-Regional,Llanberris Athletics,Mercury 80W on Timbe,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8654030059, -37.5694789854], ""type"": ""Point""}","-37.5694789854, 143.8654030059"
Golden Point,00213129,Llanberris Athletics Reserve,PF-Sports Ground Lig,OS-Regional,Llanberris Athletics,4 Round 5 Square on,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8662860311, -37.5697679755], ""type"": ""Point""}","-37.5697679755, 143.8662860311"
Sebastopol,00213183,,PF-Pole Lights,OS-District,Marty Busch Reserve,Single Square,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.842297, -37.604919], ""type"": ""Point""}","-37.604919, 143.842297"
Sebastopol,00213194,,PF-Pole Lights,OS-District,Marty Busch Reserve,Single Square,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8419859565, -37.6042799862], ""type"": ""Point""}","-37.6042799862, 143.8419859565"
Sebastopol,00213195,,PF-Pole Lights,OS-District,Marty Busch Reserve,Double Square,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8419549791, -37.6045529792], ""type"": ""Point""}","-37.6045529792, 143.8419549791"
Sebastopol,00213199,,PF-Pole Lights,OS-District,Marty Busch Reserve,Double Square,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8423819203, -37.6035709979], ""type"": ""Point""}","-37.6035709979, 143.8423819203"
Sebastopol,00213204,,PF-Pole Lights,OS-District,Marty Busch Reserve,2 Rounded Square Lig,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8454000235, -37.6030359696], ""type"": ""Point""}","-37.6030359696, 143.8454000235"
Sebastopol,00213218,,PF-Pole Lights,OS-District,Marty Busch Reserve,2 Rounded Square Lig,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8438809641, -37.6039770085], ""type"": ""Point""}","-37.6039770085, 143.8438809641"
Sebastopol,00213225,,PF-Pole Lights,OS-District,Marty Busch Reserve,2 Rounded Square Lig,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8425739685, -37.6037020415], ""type"": ""Point""}","-37.6037020415, 143.8425739685"
Lake Wendouree,00213325,Ballarat Botanical Gardens (North),PF-Pole Lights,No Code Allocated,North Gardens Reserv,Tall Blender,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.822635, -37.542296], ""type"": ""Point""}","-37.542296, 143.822635"
Wendouree,00213333,NORTHERN OVAL,PF-Sports Ground Lig,OS-Regional,Northern Oval Reserv,AFL GROUND LIGHTING,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8472347116, -37.5390439188], ""type"": ""Point""}","-37.5390439188, 143.8472347116"
Wendouree,00213334,NORTHERN OVAL,PF-Sports Ground Lig,OS-Regional,Northern Oval Reserv,AFL GROUND LIGHTING,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8485716374, -37.538647151], ""type"": ""Point""}","-37.538647151, 143.8485716374"
Lake Gardens,00213441,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,3 Square Lights,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8164209648, -37.5489010352], ""type"": ""Point""}","-37.5489010352, 143.8164209648"
Lake Gardens,00213447,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,1 Rectangular Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8173190327, -37.549134997], ""type"": ""Point""}","-37.549134997, 143.8173190327"
Lake Gardens,00213448,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,2Rectangular Lights,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8170450153, -37.5496100044], ""type"": ""Point""}","-37.5496100044, 143.8170450153"
Lake Gardens,00213449,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,2Rectangular Lights,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8169869623, -37.5495379677], ""type"": ""Point""}","-37.5495379677, 143.8169869623"
Lake Gardens,00213452,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,Carpark,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8180391292, -37.5507679653], ""type"": ""Point""}","-37.5507679653, 143.8180391292"
Lake Gardens,00213459,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,Double Car Park Ligh,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8189560261, -37.5503469658], ""type"": ""Point""}","-37.5503469658, 143.8189560261"
Lake Gardens,00213466,,PF-Sports Ground Lig,OS-District,Prince of Wales Park,4 Down Lights,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8198469528, -37.5494329809], ""type"": ""Point""}","-37.5494329809, 143.8198469528"
Lake Gardens,00213473,,PF-Street Light,OS-District,Prince of Wales Park,Double Wide,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.819851015, -37.5504540456], ""type"": ""Point""}","-37.5504540456, 143.819851015"
Brown Hill,00213493,Russell Square,PF-Sports Ground Lig,OS-District,Russell Square,4 Round on concrete,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8847960674, -37.5561450043], ""type"": ""Point""}","-37.5561450043, 143.8847960674"
Lake Wendouree,00213543,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Silver Ground,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8207849816, -37.5532719623], ""type"": ""Point""}","-37.5532719623, 143.8207849816"
Lake Wendouree,00213545,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Round Ground Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8208260102, -37.5531770183], ""type"": ""Point""}","-37.5531770183, 143.8208260102"
Lake Wendouree,00213548,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Round Ground Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8221850608, -37.553304064], ""type"": ""Point""}","-37.553304064, 143.8221850608"
Lake Wendouree,00213551,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Small Ground Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8208070124, -37.5531409864], ""type"": ""Point""}","-37.5531409864, 143.8208070124"
Lake Wendouree,00213552,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Small Ground Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8211299153, -37.5531779498], ""type"": ""Point""}","-37.5531779498, 143.8211299153"
Lake Wendouree,00213553,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Small Ground Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.821285012, -37.5531949615], ""type"": ""Point""}","-37.5531949615, 143.821285012"
Lake Wendouree,00213557,Ballarat Botanical Gardens (South),PF-Path Lights,No Code Allocated,South Gardens Reserv,Round Ground Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8215940282, -37.5531359503], ""type"": ""Point""}","-37.5531359503, 143.8215940282"
