geo_point_2d,geo_shape,electricity_provider,outage_maplink,streetlight_faults,type,rating,lightid,extracted,lga_name,longitude,latitude,suburb,ward,postcode,easting,northing,projection,gisfid,address,usage,strname
"-38.029814693, 145.2500004563","{""coordinates"": [145.2500004563, -38.029814693], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2312085,2024-06-07,Casey,145.25000045625663,-38.02981469304148,Hampton Park,Waratah,3976,346411,5789433,MGA2020 Zone 55,15654,Somerville Road Hampton Park 3976,,Somerville Road
"-38.0391662615, 145.3490359275","{""coordinates"": [145.3490359275, -38.0391662615], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2304362,2024-06-07,Casey,145.34903592745718,-38.039166261512904,Berwick,Akoonah,3806,355122,5788554,MGA2020 Zone 55,15678,Fyffe Street Berwick 3806,,Fyffe Street
"-38.0617550408, 145.3083322359","{""coordinates"": [145.3083322359, -38.0617550408], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2318806,2024-06-07,Casey,145.3083322359277,-38.0617550407707,Narre Warren South,Kowan,3805,351595,5785983,MGA2020 Zone 55,15710,Cloverlea Grove Narre Warren South 3805,,Cloverlea Grove
"-38.0019702998, 145.2869224763","{""coordinates"": [145.2869224763, -38.0019702998], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313932,2024-06-07,Casey,145.2869224763446,-38.00197029984656,Hallam,Waratah,3803,349595,5792583,MGA2020 Zone 55,15717,The Estuary Hallam 3803,,The Estuary
"-38.0023887107, 145.2868405526","{""coordinates"": [145.2868405526, -38.0023887107], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313933,2024-06-07,Casey,145.28684055261462,-38.00238871070217,Hallam,Waratah,3803,349589,5792536,MGA2020 Zone 55,15718,The Estuary Hallam 3803,,The Estuary
"-38.0030566691, 145.2868226795","{""coordinates"": [145.2868226795, -38.0030566691], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313937,2024-06-07,Casey,145.28682267950134,-38.00305666911479,Hallam,Waratah,3803,349588,5792462,MGA2020 Zone 55,15722,Emily Drive Hallam 3803,,Emily Drive
"-38.1076693483, 145.2655139424","{""coordinates"": [145.2655139424, -38.1076693483], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319160,2024-06-07,Casey,145.26551394241568,-38.107669348346235,Cranbourne West,Quarters,3977,347934,5780819,MGA2020 Zone 55,15754,Monahans Road Cranbourne West 3977,,Monahans Road
"-38.0587911188, 145.3307840654","{""coordinates"": [145.3307840654, -38.0587911188], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2313956,2024-06-07,Casey,145.33078406538473,-38.05879111882517,Berwick,Akoonah,3806,353559,5786348,MGA2020 Zone 55,15807,Domain Drive Berwick 3806,,Domain Drive
"-38.0303923778, 145.287818665","{""coordinates"": [145.287818665, -38.0303923778], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2313807,2024-06-07,Casey,145.28781866500586,-38.03039237779225,Narre Warren South,Casuarina,3805,349732,5789430,MGA2020 Zone 55,15811,Harold Keys Drive Narre Warren South 3805,,Harold Keys Drive
"-38.0452564665, 145.3293661786","{""coordinates"": [145.3293661786, -38.0452564665], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2318828,2024-06-07,Casey,145.3293661786082,-38.0452564665108,Berwick,Akoonah,3806,353408,5787847,MGA2020 Zone 55,15812,Euston Court Berwick 3806,,Euston Court
"-38.0660187165, 145.2866603378","{""coordinates"": [145.2866603378, -38.0660187165], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2318996,2024-06-07,Casey,145.28666033779572,-38.06601871650772,Narre Warren South,Casuarina,3805,349703,5785475,MGA2020 Zone 55,15820,Lansbury Drive Narre Warren South 3805,,Lansbury Drive
"-38.0653887082, 145.2848719976","{""coordinates"": [145.2848719976, -38.0653887082], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319002,2024-06-07,Casey,145.28487199763256,-38.065388708179995,Narre Warren South,Casuarina,3805,349545,5785542,MGA2020 Zone 55,15826,Harrington Drive Narre Warren South 3805,,Harrington Drive
"-38.0435827086, 145.3260963985","{""coordinates"": [145.3260963985, -38.0435827086], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2319009,2024-06-07,Casey,145.3260963985401,-38.043582708603566,Berwick,Akoonah,3806,353118,5788028,MGA2020 Zone 55,15844,Golf Links Road Berwick 3806,,Golf Links Road
"-38.0504022847, 145.2853942195","{""coordinates"": [145.2853942195, -38.0504022847], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,17.0,2319127,2024-06-07,Casey,145.285394219513,-38.05040228471726,Narre Warren South,Casuarina,3805,349560,5787206,MGA2020 Zone 55,15847,Ormond Road Narre Warren South 3805,,Ormond Road
"-38.0517970665, 145.2867940734","{""coordinates"": [145.2867940734, -38.0517970665], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2319133,2024-06-07,Casey,145.2867940734289,-38.051797066494004,Narre Warren South,Casuarina,3805,349686,5787054,MGA2020 Zone 55,15853,Ormond Road Narre Warren South 3805,,Ormond Road
"-38.0295341089, 145.2913872657","{""coordinates"": [145.2913872657, -38.0295341089], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2314080,2024-06-07,Casey,145.29138726574294,-38.029534108928274,Narre Warren South,Casuarina,3805,350043,5789531,MGA2020 Zone 55,15855,Ridgeway Chase Narre Warren South 3805,,Ridgeway Chase
"-38.0307871923, 145.2921477281","{""coordinates"": [145.2921477281, -38.0307871923], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2314087,2024-06-07,Casey,145.29214772805062,-38.03078719230606,Narre Warren South,Casuarina,3805,350112,5789394,MGA2020 Zone 55,15862,Dargo Close Narre Warren South 3805,,Dargo Close
"-38.0904361038, 145.2573061988","{""coordinates"": [145.2573061988, -38.0904361038], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313888,2024-06-07,Casey,145.25730619884507,-38.090436103760034,Cranbourne West,Quarters,3977,347179,5782718,MGA2020 Zone 55,15863,Genoa Way Cranbourne West 3977,,Genoa Way
"-38.0565336302, 145.2516537055","{""coordinates"": [145.2516537055, -38.0565336302], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,14.0,2313279,2024-06-07,Casey,145.25165370554524,-38.05653363021122,Lynbrook,River Gum,3975,346612,5786471,MGA2020 Zone 55,15870,Paterson Drive Lynbrook 3975,,Paterson Drive
"-38.0560485832, 145.2522171434","{""coordinates"": [145.2522171434, -38.0560485832], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2313281,2024-06-07,Casey,145.2522171434498,-38.05604858323768,Lynbrook,River Gum,3975,346660,5786525,MGA2020 Zone 55,15872,Culotta Lane Lynbrook 3975,,Culotta Lane
"-38.0526659927, 145.2875317089","{""coordinates"": [145.2875317089, -38.0526659927], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,100.0,2319135,2024-06-07,Casey,145.2875317089148,-38.05266599274343,Narre Warren South,Casuarina,3805,349752,5786958,MGA2020 Zone 55,15874,Seebeck Drive Narre Warren South 3805,,Seebeck Drive
"-38.0522564561, 145.293408576","{""coordinates"": [145.293408576, -38.0522564561], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313900,2024-06-07,Casey,145.29340857600653,-38.05225645607483,Narre Warren South,Casuarina,3805,350267,5787013,MGA2020 Zone 55,15884,Filmer Crescent Narre Warren South 3805,,Filmer Crescent
"-38.0515254418, 145.292988306","{""coordinates"": [145.292988306, -38.0515254418], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313901,2024-06-07,Casey,145.29298830601923,-38.05152544175395,Narre Warren South,Casuarina,3805,350228,5787094,MGA2020 Zone 55,15885,Filmer Crescent Narre Warren South 3805,,Filmer Crescent
"-37.9583626158, 145.277294223","{""coordinates"": [145.277294223, -37.9583626158], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2318837,2024-06-07,Casey,145.2772942230237,-37.95836261575444,Lysterfield South,Kalora,3156,348660,5797406,MGA2020 Zone 55,15893,Sunnybank Close Lysterfield South 3156,,Sunnybank Close
"-38.0055437147, 145.3210055532","{""coordinates"": [145.3210055532, -38.0055437147], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2313966,2024-06-07,Casey,145.32100555316975,-38.00554371473797,Narre Warren,Grevillea,3805,352595,5792241,MGA2020 Zone 55,15901,Seattle Square Narre Warren 3805,,Seattle Square
"-38.0987792408, 145.2562722223","{""coordinates"": [145.2562722223, -38.0987792408], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2313862,2024-06-07,Casey,145.25627222228573,-38.09877924080423,Cranbourne West,Quarters,3977,347105,5781790,MGA2020 Zone 55,16013,Montrose Way Cranbourne West 3977,,Montrose Way
"-38.0602922824, 145.3155699699","{""coordinates"": [145.3155699699, -38.0602922824], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2313870,2024-06-07,Casey,145.31556996992865,-38.06029228244535,Narre Warren South,Kowan,3805,352228,5786157,MGA2020 Zone 55,16020,Kippenross Drive Narre Warren South 3805,,Kippenross Drive
"-38.0657606616, 145.2927860285","{""coordinates"": [145.2927860285, -38.0657606616], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2310745,2024-06-07,Casey,145.29278602845415,-38.065760661632645,Narre Warren South,Casuarina,3805,350240,5785514,MGA2020 Zone 55,16093,Norwegian Way Narre Warren South 3805,,Norwegian Way
"-38.0516504437, 145.2488443542","{""coordinates"": [145.2488443542, -38.0516504437], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319036,2024-06-07,Casey,145.24884435418528,-38.05165044370643,Lynbrook,River Gum,3975,346355,5787008,MGA2020 Zone 55,16100,Paterson Drive Lynbrook 3975,,Paterson Drive
"-38.0485373154, 145.3405413871","{""coordinates"": [145.3405413871, -38.0485373154], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,2310896,2024-06-07,Casey,145.3405413871269,-38.048537315445806,Berwick,Akoonah,3806,354395,5787501,MGA2020 Zone 55,16128,Berwick-Cranbourne R Berwick 3806,,Berwick-Cranbourne R
"-38.0522311748, 145.2615792833","{""coordinates"": [145.2615792833, -38.0522311748], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319097,2024-06-07,Casey,145.26157928334027,-38.05223117484752,Lynbrook,River Gum,3975,347474,5786964,MGA2020 Zone 55,16135,Parslow Crescent Lynbrook 3975,,Parslow Crescent
"-38.0525773104, 145.2620300273","{""coordinates"": [145.2620300273, -38.0525773104], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319100,2024-06-07,Casey,145.26203002732385,-38.052577310441826,Lynbrook,River Gum,3975,347514,5786927,MGA2020 Zone 55,16138,Caversham Terrace Lynbrook 3975,,Caversham Terrace
"-38.0547345586, 145.3297292465","{""coordinates"": [145.3297292465, -38.0547345586], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,100.0,2319107,2024-06-07,Casey,145.32972924652083,-38.05473455863123,Berwick,Akoonah,3806,353459,5786796,MGA2020 Zone 55,16145,Domain Drive Berwick 3806,,Domain Drive
"-38.0188133684, 145.3613206063","{""coordinates"": [145.3613206063, -38.0188133684], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2318789,2024-06-07,Casey,145.36132060631425,-38.01881336837918,Berwick,Akoonah,3806,356160,5790831,MGA2020 Zone 55,16158,Cloverfield Close Berwick 3806,,Cloverfield Close
"-38.0177491403, 145.3581481788","{""coordinates"": [145.3581481788, -38.0177491403], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2318791,2024-06-07,Casey,145.35814817884804,-38.01774914028716,Berwick,Akoonah,3806,355880,5790945,MGA2020 Zone 55,16160,Buchanan Road Berwick 3806,,Buchanan Road
"-38.0646665996, 145.2903825402","{""coordinates"": [145.2903825402, -38.0646665996], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319148,2024-06-07,Casey,145.2903825401735,-38.06466659962585,Narre Warren South,Casuarina,3805,350027,5785631,MGA2020 Zone 55,16171,Beethoven Drive Narre Warren South 3805,,Beethoven Drive
"-38.0496825894, 145.2769519921","{""coordinates"": [145.2769519921, -38.0496825894], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2310781,2024-06-07,Casey,145.27695199214196,-38.049682589422574,Hampton Park,River Gum,3976,348818,5787272,MGA2020 Zone 55,16201,Bluegum Way Hampton Park 3976,,Bluegum Way
"-38.0082205201, 145.2879121232","{""coordinates"": [145.2879121232, -38.0082205201], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2314142,2024-06-07,Casey,145.2879121231933,-38.00822052005518,Narre Warren,Casuarina,3805,349695,5791891,MGA2020 Zone 55,16213,Bunbury Avenue Narre Warren 3805,,Bunbury Avenue
"-38.0493287003, 145.3143941712","{""coordinates"": [145.3143941712, -38.0493287003], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2314150,2024-06-07,Casey,145.3143941711952,-38.049328700287425,Narre Warren South,Kowan,3805,352102,5787372,MGA2020 Zone 55,16224,Loxley Boulevard Narre Warren South 3805,,Loxley Boulevard
"-38.0489890417, 145.314574639","{""coordinates"": [145.314574639, -38.0489890417], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2314152,2024-06-07,Casey,145.31457463897203,-38.04898904173668,Narre Warren South,Kowan,3805,352117,5787410,MGA2020 Zone 55,16226,Sherbrooke Court Narre Warren South 3805,,Sherbrooke Court
"-38.0598142272, 145.3381808775","{""coordinates"": [145.3381808775, -38.0598142272], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,2319391,2024-06-07,Casey,145.33818087745598,-38.05981422717699,Berwick,Akoonah,3806,354210,5786246,MGA2020 Zone 55,16267,Berwick-Cranbourne R Berwick 3806,,Berwick-Cranbourne R
"-38.0602475679, 145.3387928559","{""coordinates"": [145.3387928559, -38.0602475679], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,2319395,2024-06-07,Casey,145.338792855898,-38.06024756786296,Berwick,Kowan,3806,354265,5786199,MGA2020 Zone 55,16271,Oshea Road Berwick 3806,,Oshea Road
"-38.0591422503, 145.3383270796","{""coordinates"": [145.3383270796, -38.0591422503], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,2319398,2024-06-07,Casey,145.3383270795685,-38.059142250263065,Berwick,Akoonah,3806,354222,5786321,MGA2020 Zone 55,16274,Berwick-Cranbourne R Berwick 3806,,Berwick-Cranbourne R
"-38.058097374, 145.3386531942","{""coordinates"": [145.3386531942, -38.058097374], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,155.0,2319400,2024-06-07,Casey,145.33865319416302,-38.05809737403743,Berwick,Akoonah,3806,354248,5786437,MGA2020 Zone 55,16293,Berwick-Cranbourne R Berwick 3806,,Berwick-Cranbourne R
"-38.0644062447, 145.3319994651","{""coordinates"": [145.3319994651, -38.0644062447], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319650,2024-06-07,Casey,145.33199946509978,-38.06440624465369,Berwick,Kowan,3806,353677,5785727,MGA2020 Zone 55,16308,Abercrombie Street Berwick 3806,,Abercrombie Street
"-38.064608045, 145.2928238149","{""coordinates"": [145.2928238149, -38.064608045], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2320278,2024-06-07,Casey,145.29282381489708,-38.06460804496351,Narre Warren South,Casuarina,3805,350241,5785642,MGA2020 Zone 55,16313,Jude Place Narre Warren South 3805,,Jude Place
"-38.0648938199, 145.2927114086","{""coordinates"": [145.2927114086, -38.0648938199], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2320279,2024-06-07,Casey,145.2927114086198,-38.064893819887956,Narre Warren South,Casuarina,3805,350231,5785610,MGA2020 Zone 55,16314,Community Parade Narre Warren South 3805,,Community Parade
"-38.0005693343, 145.3236250124","{""coordinates"": [145.3236250124, -38.0005693343], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319658,2024-06-07,Casey,145.32362501243733,-38.00056933432702,Narre Warren North,Grevillea,3804,352815,5792797,MGA2020 Zone 55,16320,Montbrae Circuit Narre Warren North 3804,,Montbrae Circuit
"-38.0468632367, 145.3151227099","{""coordinates"": [145.3151227099, -38.0468632367], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319662,2024-06-07,Casey,145.31512270986062,-38.04686323672606,Narre Warren South,Kowan,3805,352161,5787646,MGA2020 Zone 55,16323,Loxley Boulevard Narre Warren South 3805,,Loxley Boulevard
"-38.046848659, 145.3160494019","{""coordinates"": [145.3160494019, -38.046848659], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319664,2024-06-07,Casey,145.31604940186278,-38.046848658971754,Narre Warren South,Kowan,3805,352243,5787650,MGA2020 Zone 55,16325,Loxley Boulevard Narre Warren South 3805,,Loxley Boulevard
"-38.1077832074, 145.2882881654","{""coordinates"": [145.2882881654, -38.1077832074], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2320926,2024-06-07,Casey,145.28828816536358,-38.10778320742451,Cranbourne,Correa,3977,349931,5780843,MGA2020 Zone 55,16334,Russell Street Cranbourne 3977,,Russell Street
"-38.1116602291, 145.2875181522","{""coordinates"": [145.2875181522, -38.1116602291], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2320929,2024-06-07,Casey,145.28751815222984,-38.11166022909142,Cranbourne,Correa,3977,349872,5780412,MGA2020 Zone 55,16337,Russell Street Cranbourne 3977,,Russell Street
"-38.0471618573, 145.3144008533","{""coordinates"": [145.3144008533, -38.0471618573], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319670,2024-06-07,Casey,145.3144008532583,-38.04716185727644,Narre Warren South,Kowan,3805,352099,5787612,MGA2020 Zone 55,16350,Whitehall Court Narre Warren South 3805,,Whitehall Court
"-38.0977869112, 145.297203845","{""coordinates"": [145.297203845, -38.0977869112], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319673,2024-06-07,Casey,145.29720384497315,-38.097786911216794,Cranbourne East,Correa,3977,350692,5781967,MGA2020 Zone 55,16353,Chatham Close Cranbourne East 3977,,Chatham Close
"-38.1067633083, 145.2937121198","{""coordinates"": [145.2937121198, -38.1067633083], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319507,2024-06-07,Casey,145.2937121197917,-38.10676330833193,Cranbourne East,Correa,3977,350405,5780965,MGA2020 Zone 55,16377,Briarcrest Drive Cranbourne East 3977,,Briarcrest Drive
"-38.0274370095, 145.2894387693","{""coordinates"": [145.2894387693, -38.0274370095], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319684,2024-06-07,Casey,145.28943876928307,-38.027437009482824,Narre Warren South,Casuarina,3805,349868,5789761,MGA2020 Zone 55,16380,Edgewood Close Narre Warren South 3805,,Edgewood Close
"-38.064562148, 145.3215354013","{""coordinates"": [145.3215354013, -38.064562148], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319692,2024-06-07,Casey,145.32153540133862,-38.06456214795844,Narre Warren South,Kowan,3805,352759,5785693,MGA2020 Zone 55,16382,View Park Circuit Narre Warren South 3805,,View Park Circuit
"-38.0635878119, 145.322959857","{""coordinates"": [145.322959857, -38.0635878119], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2319696,2024-06-07,Casey,145.3229598570279,-38.06358781191599,Narre Warren South,Kowan,3805,352882,5785803,MGA2020 Zone 55,16386,View Park Circuit Narre Warren South 3805,,View Park Circuit
"-38.0825203733, 145.2940818925","{""coordinates"": [145.2940818925, -38.0825203733], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2321279,2024-06-07,Casey,145.29408189250606,-38.08252037327773,Cranbourne North,Correa,3977,350388,5783656,MGA2020 Zone 55,16390,Brad Court Cranbourne North 3977,,Brad Court
"-38.0649071687, 145.2922714882","{""coordinates"": [145.2922714882, -38.0649071687], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2320280,2024-06-07,Casey,145.29227148817762,-38.06490716867598,Narre Warren South,Casuarina,3805,350193,5785608,MGA2020 Zone 55,16395,Community Parade Narre Warren South 3805,,Community Parade
