geo_point_2d,geo_shape,electricity_provider,outage_maplink,streetlight_faults,type,rating,lightid,extracted,lga_name,longitude,latitude,suburb,ward,postcode,easting,northing,projection,gisfid,address,usage,strname
"-38.0575582219, 145.2531478034","{""coordinates"": [145.2531478034, -38.0575582219], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2336037,2024-06-07,Casey,145.25314780338894,-38.057558221872114,Lynbrook,River Gum,3975,346745,5786359,MGA2020 Zone 55,19230,Baynton Crescent Lynbrook 3975,,Baynton Crescent
"-38.0574413003, 145.2525424766","{""coordinates"": [145.2525424766, -38.0574413003], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2336038,2024-06-07,Casey,145.25254247660754,-38.0574413003459,Lynbrook,River Gum,3975,346692,5786371,MGA2020 Zone 55,19231,Baynton Crescent Lynbrook 3975,,Baynton Crescent
"-38.0574456749, 145.2521613468","{""coordinates"": [145.2521613468, -38.0574456749], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2336039,2024-06-07,Casey,145.2521613467999,-38.05744567494234,Lynbrook,River Gum,3975,346658,5786370,MGA2020 Zone 55,19232,Baynton Crescent Lynbrook 3975,,Baynton Crescent
"-38.1099562486, 145.2854481878","{""coordinates"": [145.2854481878, -38.1099562486], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2331328,2024-06-07,Casey,145.28544818782424,-38.10995624860712,Cranbourne,Correa,3977,349687,5780598,MGA2020 Zone 55,19247,Codrington Street Cranbourne 3977,,Codrington Street
"-38.095864958, 145.2595799832","{""coordinates"": [145.2595799832, -38.095864958], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2330206,2024-06-07,Casey,145.2595799831862,-38.09586495800459,Cranbourne West,Quarters,3977,347389,5782119,MGA2020 Zone 55,19252,Jasa Crescent Cranbourne West 3977,,Jasa Crescent
"-37.9817783666, 145.3115480074","{""coordinates"": [145.3115480074, -37.9817783666], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2330209,2024-06-07,Casey,145.31154800744625,-37.98177836660962,Narre Warren North,Grevillea,3804,351716,5794863,MGA2020 Zone 55,19255,Heatherton Road Narre Warren North 3804,,Heatherton Road
"-38.1060715451, 145.2964938009","{""coordinates"": [145.2964938009, -38.1060715451], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2330162,2024-06-07,Casey,145.2964938008819,-38.10607154506384,Cranbourne East,Correa,3977,350647,5781047,MGA2020 Zone 55,19269,Cardiff Grove Cranbourne East 3977,,Cardiff Grove
"-38.0528919869, 145.296032884","{""coordinates"": [145.296032884, -38.0528919869], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2330057,2024-06-07,Casey,145.29603288396424,-38.05289198693822,Narre Warren South,Casuarina,3805,350498,5786947,MGA2020 Zone 55,19275,Elida Crescent Narre Warren South 3805,,Elida Crescent
"-38.0929771672, 145.2767083935","{""coordinates"": [145.2767083935, -38.0929771672], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,14.0,2326442,2024-06-07,Casey,145.27670839353004,-38.09297716715163,Cranbourne,Correa,3977,348885,5782468,MGA2020 Zone 55,19281,Clairmont Avenue Cranbourne 3977,,Clairmont Avenue
"-38.0517326561, 145.2851915022","{""coordinates"": [145.2851915022, -38.0517326561], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326558,2024-06-07,Casey,145.2851915022234,-38.05173265607029,Narre Warren South,Casuarina,3805,349545,5787058,MGA2020 Zone 55,19304,Drovers Retreat Narre Warren South 3805,,Drovers Retreat
"-38.0575805809, 145.3484961075","{""coordinates"": [145.3484961075, -38.0575805809], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2325557,2024-06-07,Casey,145.34849610753227,-38.05758058090996,Berwick,Akoonah,3806,355111,5786510,MGA2020 Zone 55,19313,Thornley Drive Berwick 3806,,Thornley Drive
"-38.106199455, 145.2536110585","{""coordinates"": [145.2536110585, -38.106199455], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326117,2024-06-07,Casey,145.25361105850683,-38.10619945495928,Cranbourne West,Quarters,3977,346887,5780963,MGA2020 Zone 55,19335,Todd Court Cranbourne West 3977,,Todd Court
"-38.0569359289, 145.3481411506","{""coordinates"": [145.3481411506, -38.0569359289], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2325563,2024-06-07,Casey,145.34814115062352,-38.0569359288812,Berwick,Akoonah,3806,355079,5786581,MGA2020 Zone 55,19350,St Annes Crescent Berwick 3806,,St Annes Crescent
"-38.1140334327, 145.2683510441","{""coordinates"": [145.2683510441, -38.1140334327], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326186,2024-06-07,Casey,145.26835104406518,-38.11403343273786,Cranbourne,Cranbourne Gardens,3977,348196,5780117,MGA2020 Zone 55,19359,Stevensons Road Cranbourne 3977,,Stevensons Road
"-38.1040213434, 145.2676882206","{""coordinates"": [145.2676882206, -38.1040213434], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326190,2024-06-07,Casey,145.2676882206272,-38.10402134342269,Cranbourne,Quarters,3977,348117,5781227,MGA2020 Zone 55,19363,Farrer Close Cranbourne 3977,,Farrer Close
"-38.1048653521, 145.2679632213","{""coordinates"": [145.2679632213, -38.1048653521], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326193,2024-06-07,Casey,145.2679632212805,-38.10486535208714,Cranbourne,Quarters,3977,348143,5781134,MGA2020 Zone 55,19366,MacArthur Drive Cranbourne 3977,,MacArthur Drive
"-38.1102792747, 145.2782762075","{""coordinates"": [145.2782762075, -38.1102792747], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326326,2024-06-07,Casey,145.27827620748187,-38.110279274717456,Cranbourne,Quarters,3977,349058,5780550,MGA2020 Zone 55,19370,Binding Avenue Cranbourne 3977,,Binding Avenue
"-38.1097382856, 145.278379182","{""coordinates"": [145.278379182, -38.1097382856], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326327,2024-06-07,Casey,145.2783791819692,-38.10973828558218,Cranbourne,Quarters,3977,349066,5780610,MGA2020 Zone 55,19371,Binding Avenue Cranbourne 3977,,Binding Avenue
"-38.1086042088, 145.2891285398","{""coordinates"": [145.2891285398, -38.1086042088], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326253,2024-06-07,Casey,145.28912853982723,-38.10860420883002,Cranbourne,Correa,3977,350006,5780754,MGA2020 Zone 55,19382,Stawell Street Cranbourne 3977,,Stawell Street
"-38.1088960293, 145.2898608066","{""coordinates"": [145.2898608066, -38.1088960293], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326255,2024-06-07,Casey,145.28986080661343,-38.108896029326225,Cranbourne,Correa,3977,350071,5780722,MGA2020 Zone 55,19384,Stawell Street Cranbourne 3977,,Stawell Street
"-38.0568205822, 145.3147436864","{""coordinates"": [145.3147436864, -38.0568205822], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2336020,2024-06-07,Casey,145.31474368640164,-38.05682058220724,Narre Warren South,Kowan,3805,352148,5786541,MGA2020 Zone 55,19388,Greaves Road Narre Warren South 3805,,Greaves Road
"-38.0582045581, 145.2501392685","{""coordinates"": [145.2501392685, -38.0582045581], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2336023,2024-06-07,Casey,145.25013926848712,-38.058204558114845,Lynbrook,River Gum,3975,346483,5786283,MGA2020 Zone 55,19389,Aylmer Road Lynbrook 3975,,Aylmer Road
"-38.0580398502, 145.2511467557","{""coordinates"": [145.2511467557, -38.0580398502], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2336026,2024-06-07,Casey,145.2511467557106,-38.05803985021364,Lynbrook,River Gum,3975,346571,5786303,MGA2020 Zone 55,19392,Aylmer Road Lynbrook 3975,,Aylmer Road
"-38.1100230028, 145.2772403638","{""coordinates"": [145.2772403638, -38.1100230028], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326332,2024-06-07,Casey,145.2772403637845,-38.11002300281521,Cranbourne,Quarters,3977,348967,5780577,MGA2020 Zone 55,19405,Lorna Street Cranbourne 3977,,Lorna Street
"-38.1015793217, 145.2701483001","{""coordinates"": [145.2701483001, -38.1015793217], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326393,2024-06-07,Casey,145.27014830011032,-38.10157932165628,Cranbourne,Quarters,3977,348328,5781502,MGA2020 Zone 55,19423,Duff Street Cranbourne 3977,,Duff Street
"-38.0507079468, 145.2833133531","{""coordinates"": [145.2833133531, -38.0507079468], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326538,2024-06-07,Casey,145.28331335314974,-38.05070794682965,Narre Warren South,Casuarina,3805,349378,5787169,MGA2020 Zone 55,19433,Langbourne Drive Narre Warren South 3805,,Langbourne Drive
"-38.0512524671, 145.2836513184","{""coordinates"": [145.2836513184, -38.0512524671], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326544,2024-06-07,Casey,145.28365131844333,-38.05125246713491,Narre Warren South,Casuarina,3805,349409,5787109,MGA2020 Zone 55,19439,Langbourne Drive Narre Warren South 3805,,Langbourne Drive
"-38.0480473243, 145.2590720349","{""coordinates"": [145.2590720349, -38.0480473243], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326067,2024-06-07,Casey,145.2590720348757,-38.04804732432227,Lynbrook,River Gum,3975,347245,5787424,MGA2020 Zone 55,19445,Meribel Way Lynbrook 3975,,Meribel Way
"-38.0675528654, 145.2827009816","{""coordinates"": [145.2827009816, -38.0675528654], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326520,2024-06-07,Casey,145.28270098156716,-38.067552865407556,Narre Warren South,Casuarina,3805,349359,5785299,MGA2020 Zone 55,19453,Sherwood Road Narre Warren South 3805,,Sherwood Road
"-38.0462040055, 145.250488151","{""coordinates"": [145.250488151, -38.0462040055], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326072,2024-06-07,Casey,145.25048815100345,-38.0462040055293,Lynbrook,River Gum,3975,346488,5787615,MGA2020 Zone 55,19468,Hutchinson Drive Lynbrook 3975,,Hutchinson Drive
"-38.0473882149, 145.246623536","{""coordinates"": [145.246623536, -38.0473882149], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326074,2024-06-07,Casey,145.24662353597202,-38.04738821487302,Lynbrook,River Gum,3975,346152,5787477,MGA2020 Zone 55,19469,Astley Wynd Lynbrook 3975,,Astley Wynd
"-38.0498374531, 145.248555529","{""coordinates"": [145.248555529, -38.0498374531], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326075,2024-06-07,Casey,145.24855552902875,-38.04983745313484,Lynbrook,River Gum,3975,346326,5787208,MGA2020 Zone 55,19470,Carboni Crescent Lynbrook 3975,,Carboni Crescent
"-38.0498192085, 145.282704576","{""coordinates"": [145.282704576, -38.0498192085], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,17.0,2326531,2024-06-07,Casey,145.28270457598694,-38.049819208513455,Hampton Park,River Gum,3976,349323,5787266,MGA2020 Zone 55,19482,Ormond Road Hampton Park 3976,,Ormond Road
"-38.0380595961, 145.2638033293","{""coordinates"": [145.2638033293, -38.0380595961], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326133,2024-06-07,Casey,145.2638033293338,-38.038059596109825,Hampton Park,River Gum,3976,347640,5788540,MGA2020 Zone 55,19489,Ivan Crescent Hampton Park 3976,,Ivan Crescent
"-38.036989614, 145.262164395","{""coordinates"": [145.262164395, -38.036989614], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326135,2024-06-07,Casey,145.26216439495096,-38.03698961396362,Hampton Park,River Gum,3976,347494,5788657,MGA2020 Zone 55,19491,General Joshua Drive Hampton Park 3976,,General Joshua Drive
"-38.0414723594, 145.2648787395","{""coordinates"": [145.2648787395, -38.0414723594], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326137,2024-06-07,Casey,145.26487873947224,-38.04147235944154,Hampton Park,River Gum,3976,347741,5788164,MGA2020 Zone 55,19493,Rendell Place Hampton Park 3976,,Rendell Place
"-38.0565316428, 145.3036905531","{""coordinates"": [145.3036905531, -38.0565316428], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2331586,2024-06-07,Casey,145.30369055314026,-38.05653164281676,Narre Warren South,Kowan,3805,351178,5786555,MGA2020 Zone 55,19495,Market Lane Narre Warren South 3805,,Market Lane
"-38.0587326454, 145.3055266029","{""coordinates"": [145.3055266029, -38.0587326454], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2331589,2024-06-07,Casey,145.30552660293262,-38.05873264537243,Narre Warren South,Kowan,3805,351343,5786314,MGA2020 Zone 55,19498,Market Lane Narre Warren South 3805,,Market Lane
"-38.1056219908, 145.2756069459","{""coordinates"": [145.2756069459, -38.1056219908], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326203,2024-06-07,Casey,145.2756069458904,-38.10562199076625,Cranbourne,Quarters,3977,348815,5781063,MGA2020 Zone 55,19503,Dearing Avenue Cranbourne 3977,,Dearing Avenue
"-38.041263904, 145.2630758145","{""coordinates"": [145.2630758145, -38.041263904], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326141,2024-06-07,Casey,145.26307581452832,-38.04126390401162,Hampton Park,River Gum,3976,347582,5788184,MGA2020 Zone 55,19516,Strabane Way Hampton Park 3976,,Strabane Way
"-38.1064393537, 145.2699641821","{""coordinates"": [145.2699641821, -38.1064393537], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326264,2024-06-07,Casey,145.2699641821077,-38.10643935372475,Cranbourne,Quarters,3977,348322,5780963,MGA2020 Zone 55,19523,Chisholm Court Cranbourne 3977,,Chisholm Court
"-38.1061583422, 145.2692532082","{""coordinates"": [145.2692532082, -38.1061583422], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326267,2024-06-07,Casey,145.26925320816613,-38.10615834221441,Cranbourne,Quarters,3977,348259,5780993,MGA2020 Zone 55,19526,James Cook Drive Cranbourne 3977,,James Cook Drive
"-38.0913632468, 145.2699073503","{""coordinates"": [145.2699073503, -38.0913632468], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326349,2024-06-07,Casey,145.26990735026715,-38.09136324681489,Cranbourne,Quarters,3977,348286,5782636,MGA2020 Zone 55,19537,Hoddle Court Cranbourne 3977,,Hoddle Court
"-38.1090063646, 145.2703791813","{""coordinates"": [145.2703791813, -38.1090063646], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326272,2024-06-07,Casey,145.27037918126018,-38.109006364617805,Cranbourne,Quarters,3977,348363,5780679,MGA2020 Zone 55,19547,Susan Court Cranbourne 3977,,Susan Court
"-38.1099253933, 145.2705411398","{""coordinates"": [145.2705411398, -38.1099253933], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326274,2024-06-07,Casey,145.27054113980378,-38.109925393288556,Cranbourne,Quarters,3977,348380,5780577,MGA2020 Zone 55,19549,Valerie Drive Cranbourne 3977,,Valerie Drive
"-38.1011773113, 145.2732003322","{""coordinates"": [145.2732003322, -38.1011773113], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326405,2024-06-07,Casey,145.27320033224478,-38.10117731132159,Cranbourne,Quarters,3977,348595,5781552,MGA2020 Zone 55,19552,Lamont Crescent Cranbourne 3977,,Lamont Crescent
"-38.1009192716, 145.2762743472","{""coordinates"": [145.2762743472, -38.1009192716], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326410,2024-06-07,Casey,145.27627434720367,-38.10091927156031,Cranbourne,Quarters,3977,348864,5781586,MGA2020 Zone 55,19556,Duff Street Cranbourne 3977,,Duff Street
"-38.030344562, 145.3405997784","{""coordinates"": [145.3405997784, -38.030344562], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2331245,2024-06-07,Casey,145.34059977839775,-38.030344561998746,Berwick,Grevillea,3806,354364,5789520,MGA2020 Zone 55,19561,Princes Highway Berwick 3806,,Princes Highway
"-38.0667808726, 145.2886815848","{""coordinates"": [145.2886815848, -38.0667808726], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326502,2024-06-07,Casey,145.28868158475464,-38.06678087262566,Narre Warren South,Casuarina,3805,349882,5785394,MGA2020 Zone 55,19564,Fleet Street Narre Warren South 3805,,Fleet Street
"-38.0670601701, 145.2853549274","{""coordinates"": [145.2853549274, -38.0670601701], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2326510,2024-06-07,Casey,145.28535492739016,-38.06706017006852,Narre Warren South,Casuarina,3805,349590,5785358,MGA2020 Zone 55,19572,Fleet Street Narre Warren South 3805,,Fleet Street
"-38.0952721952, 145.2796373646","{""coordinates"": [145.2796373646, -38.0952721952], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326466,2024-06-07,Casey,145.27963736456437,-38.095272195233214,Cranbourne,Correa,3977,349147,5782218,MGA2020 Zone 55,19586,Leanne Court Cranbourne 3977,,Leanne Court
"-38.0805390679, 145.2749753652","{""coordinates"": [145.2749753652, -38.0805390679], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326472,2024-06-07,Casey,145.27497536515523,-38.080539067879535,Cranbourne North,River Gum,3977,348708,5783845,MGA2020 Zone 55,19592,South Gippsland High Cranbourne North 3977,,South Gippsland High
"-38.0902111826, 145.2728223616","{""coordinates"": [145.2728223616, -38.0902111826], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326473,2024-06-07,Casey,145.27282236156492,-38.090211182644715,Cranbourne,Correa,3977,348539,5782768,MGA2020 Zone 55,19593,Darcy Court Cranbourne 3977,,Darcy Court
"-38.1059779191, 145.2621420457","{""coordinates"": [145.2621420457, -38.1059779191], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326088,2024-06-07,Casey,145.26214204569496,-38.10597791906881,Cranbourne West,Quarters,3977,347635,5781001,MGA2020 Zone 55,19600,Scarborough Avenue Cranbourne West 3977,,Scarborough Avenue
"-38.1035803872, 145.261356161","{""coordinates"": [145.261356161, -38.1035803872], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326095,2024-06-07,Casey,145.26135616098722,-38.10358038718544,Cranbourne West,Quarters,3977,347561,5781266,MGA2020 Zone 55,19607,Manisa Place Cranbourne West 3977,,Manisa Place
"-38.1090262411, 145.2807852056","{""coordinates"": [145.2807852056, -38.1090262411], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326223,2024-06-07,Casey,145.28078520557966,-38.10902624111621,Cranbourne,Quarters,3977,349276,5780693,MGA2020 Zone 55,19627,Cranbourne Drive Cranbourne 3977,,Cranbourne Drive
"-38.1028652763, 145.2750582744","{""coordinates"": [145.2750582744, -38.1028652763], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326227,2024-06-07,Casey,145.27505827438824,-38.102865276301685,Cranbourne,Quarters,3977,348761,5781368,MGA2020 Zone 55,19631,Bunurong Place Cranbourne 3977,,Bunurong Place
"-38.0962832605, 145.2710923416","{""coordinates"": [145.2710923416, -38.0962832605], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326359,2024-06-07,Casey,145.27109234161526,-38.0962832604581,Cranbourne,Quarters,3977,348400,5782092,MGA2020 Zone 55,19634,Roberts Road Cranbourne 3977,,Roberts Road
"-38.0946916321, 145.273101091","{""coordinates"": [145.273101091, -38.0946916321], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,2326365,2024-06-07,Casey,145.27310109099878,-38.09469163210111,Cranbourne,Quarters,3977,348573,5782271,MGA2020 Zone 55,19640,Roma Avenue Cranbourne 3977,,Roma Avenue
"-38.0946222359, 145.2738793386","{""coordinates"": [145.2738793386, -38.0946222359], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326366,2024-06-07,Casey,145.27387933855357,-38.0946222359491,Cranbourne,Quarters,3977,348641,5782280,MGA2020 Zone 55,19641,Virginia Street Cranbourne 3977,,Virginia Street
"-38.0939661998, 145.274033343","{""coordinates"": [145.274033343, -38.0939661998], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,2326367,2024-06-07,Casey,145.2740333430118,-38.09396619975599,Cranbourne,Quarters,3977,348653,5782353,MGA2020 Zone 55,19642,Virginia Street Cranbourne 3977,,Virginia Street
