geo_coordinates
"[-37.805483000110506, 144.9717030004295]"
"[-37.81474699980124, 144.9423980002978]"
"[-37.806478999701696, 144.96997799990922]"
"[-37.80571699966762, 144.96960400036704]"
"[-37.81145700023323, 144.93563799982675]"
"[-37.81145600023668, 144.93555299992553]"
"[-37.79754900014974, 144.92367900054109]"
"[-37.7976519999086, 144.92358399977644]"
"[-37.814887000282724, 144.94201299952437]"
"[-37.79754900042563, 144.92363000031136]"
"[-37.797540999821855, 144.92363000061707]"
"[-37.797580999723166, 144.92361500019035]"
"[-37.79759200033054, 144.92361499991566]"
"[-37.797593999792234, 144.9236109996927]"
"[-37.81566600030844, 144.9399410003836]"
"[-37.805584000215944, 144.9716029997397]"
"[-37.80695299982763, 144.97255100002167]"
"[-37.8071200000077, 144.97266700055934]"
"[-37.8053070001234, 144.9700970003147]"
"[-37.8121289999341, 144.96520200027604]"
"[-37.80530400036411, 144.97121300003406]"
"[-37.80531700022907, 144.97119100023107]"
"[-37.813178999649075, 144.96568299973532]"
"[-37.81018599958106, 144.96410099963708]"
"[-37.80632099965211, 144.97137500054376]"
"[-37.815235999605775, 144.9664779995768]"
"[-37.80656099974161, 144.971130000085]"
"[-37.81502999966083, 144.96636800043092]"
"[-37.80650499954615, 144.97114599987813]"
"[-37.81484399952029, 144.96628899965594]"
"[-37.805670999700546, 144.97125500027525]"
"[-37.814788999858706, 144.96625899989724]"
"[-37.829738000314514, 144.96498299987698]"
"[-37.80739600035176, 144.97289100049537]"
"[-37.81459899979056, 144.96617100019628]"
"[-37.808757999822504, 144.96263099993706]"
"[-37.80552400017545, 144.97201700023496]"
"[-37.815723000148076, 144.9667820005412]"
"[-37.80540800030796, 144.9709810001067]"
"[-37.811320000062466, 144.96459499979522]"
"[-37.80668100022095, 144.97131300013697]"
"[-37.80678699969893, 144.97129800025692]"
"[-37.810989000267384, 144.96448800013064]"
"[-37.812764999860235, 144.96529400046165]"
"[-37.811562999645375, 144.96470600045484]"
"[-37.81175899981874, 144.96484900060867]"
"[-37.811869999519345, 144.96487700039782]"
"[-37.81198900013995, 144.96494600056792]"
"[-37.8057479996545, 144.97161499978492]"
"[-37.81443800015021, 144.96617099996988]"
"[-37.81524799966616, 144.96658799956296]"
"[-37.80964400046403, 144.96372200056453]"
"[-37.81604200032426, 144.96688800060738]"
"[-37.816045000330554, 144.96688800008712]"
"[-37.81262000004274, 144.98893499981406]"
"[-37.81287800028741, 144.98904400001155]"
"[-37.812881000387236, 144.9890830003042]"
"[-37.81288100020206, 144.98908699992154]"
"[-37.812889000345415, 144.9891190001194]"
"[-37.81440500012995, 144.96614200062643]"
"[-37.81361100006576, 144.96566500022666]"
"[-37.81305100005309, 144.98876500055312]"
"[-37.81301000049367, 144.98883799957906]"
"[-37.81371100011181, 144.9746339995075]"
"[-37.82019399992273, 144.94545000037027]"
"[-37.813646000465035, 144.9751980003754]"
"[-37.807770000096426, 144.9631020003265]"
"[-37.81985799951217, 144.94536199972262]"
"[-37.814614000321214, 144.96429100058032]"
"[-37.814716999763995, 144.96430999963786]"
"[-37.81440800005658, 144.96431000006297]"
"[-37.820526000306245, 144.9450649995464]"
"[-37.81604799994907, 144.96690399979244]"
"[-37.82049599959632, 144.9455260005349]"
"[-37.81469000023742, 144.96627699997129]"
"[-37.81734400036107, 144.94610799957954]"
"[-37.81260399960138, 144.9652559996935]"
"[-37.82054800009833, 144.94486500058483]"
"[-37.80981300013253, 144.96388799959487]"
"[-37.82009099994911, 144.945068000183]"
"[-37.8096830003221, 144.96381000006596]"
"[-37.82009099994911, 144.945068000183]"
"[-37.80902899955823, 144.96354200056973]"
"[-37.82033099972925, 144.9446869999996]"
"[-37.820158999875076, 144.9448240001731]"
"[-37.81264399977237, 144.981690999691]"
"[-37.81191600003004, 144.98279399957423]"
"[-37.819580000487434, 144.9470210000747]"
"[-37.81952400009607, 144.94699899969055]"
"[-37.819607999781006, 144.94703200030355]"
"[-37.819960000219936, 144.94718900040357]"
"[-37.82152799962688, 144.94768299998012]"
"[-37.82072000027947, 144.9474770001602]"
"[-37.82097900010411, 144.94754700001062]"
"[-37.82115200016549, 144.94759399991764]"
"[-37.81975899995243, 144.94257800039992]"
"[-37.79788600024552, 144.9217580005648]"
"[-37.821264999657295, 144.9474330003264]"
"[-37.82125499959384, 144.94742800041433]"
"[-37.821775000020665, 144.94772900031307]"
"[-37.8147999999296, 144.94479400014922]"
"[-37.8211150002687, 144.94739500060876]"
"[-37.82049399964838, 144.94725400028017]"
"[-37.8204649998334, 144.9472480000181]"
"[-37.79882200010822, 144.92330899992146]"
"[-37.79783400012109, 144.92179100061838]"
"[-37.797804000003, 144.92180800000696]"
"[-37.81873700009904, 144.9465219998001]"
"[-37.81794700034129, 144.94617500024682]"
"[-37.81703299999777, 144.9457920004318]"
"[-37.8167919998315, 144.94570200031094]"
"[-37.82005499964393, 144.9471099995538]"
"[-37.819908000370305, 144.9470439999045]"
"[-37.81954600018762, 144.94338100022452]"
"[-37.797345000049, 144.92499500026298]"
"[-37.797787000013805, 144.92522899952297]"
"[-37.79817399956498, 144.92596400030698]"
"[-37.797090999623556, 144.92452899973821]"
"[-37.79785400031085, 144.92540899969757]"
"[-37.79897899998724, 144.92578400010962]"
"[-37.79807999980152, 144.9262309995378]"
"[-37.79810300011897, 144.9261859995104]"
"[-37.79813000005614, 144.92614699989127]"
"[-37.79701999980708, 144.92468000019187]"
"[-37.79704900004043, 144.9246090003283]"
"[-37.79745799998761, 144.92221899975712]"
"[-37.797399999507974, 144.9223710005861]"
"[-37.79738299963105, 144.9227670006214]"
"[-37.79745599960597, 144.92310200004033]"
"[-37.797375000002134, 144.92264000003902]"
"[-37.79813399957655, 144.92613800009224]"
"[-37.79813700026018, 144.92613200033867]"
"[-37.797558000369136, 144.92330000014016]"
"[-37.79773899994132, 144.92351499976036]"
"[-37.79750299969747, 144.92515400028847]"
"[-37.797275999797336, 144.92494400050114]"
"[-37.798938999886424, 144.92407299982787]"
"[-37.798867999731335, 144.92441700048713]"
"[-37.79835699952021, 144.92597999979182]"
"[-37.811485999586274, 144.93580900034797]"
"[-37.81145899960148, 144.93567900008867]"
"[-37.814328999911936, 144.9435309998959]"
"[-37.814786999972796, 144.94227499974198]"
"[-37.81435100035516, 144.94346300055182]"
"[-37.81441200011728, 144.9432909998419]"
"[-37.81520599979048, 144.94122699958663]"
"[-37.8114590000964, 144.93559000007485]"
"[-37.81145900026197, 144.93557500051708]"
"[-37.81592199968265, 144.93906399951868]"
"[-37.815923000276015, 144.93906000034332]"
"[-37.81564200006107, 144.9400370000117]"
"[-37.81566699993672, 144.939931999607]"
"[-37.8153340002318, 144.94088700045677]"
"[-37.81566999976736, 144.9398399996093]"
"[-37.78133399970194, 144.95124800017925]"
"[-37.81994200024079, 144.96625500025854]"
"[-37.8199370002187, 144.96629499984027]"
"[-37.82014300016955, 144.9651970003994]"
"[-37.81986199992468, 144.96678199959106]"
"[-37.81986200031532, 144.9667969997736]"
"[-37.820306000080336, 144.96468899997333]"
"[-37.82085699985033, 144.9624879999933]"
"[-37.820833000291046, 144.96256500017017]"
"[-37.820030999916135, 144.96570999989441]"
"[-37.82029499967562, 144.96472899995462]"
"[-37.820527000210085, 144.96357499995517]"
"[-37.81983199955124, 144.96705399975818]"
"[-37.820283999594665, 144.96476000020525]"
"[-37.82027800022227, 144.96477500055343]"
"[-37.82045599980853, 144.96403500044295]"
"[-37.820506000189916, 144.96364300019783]"
"[-37.82050199988855, 144.96366399971043]"
"[-37.82047699971225, 144.9638540004361]"
"[-37.82266000035485, 144.95181899982282]"
"[-37.820419000108586, 144.96420500003757]"
"[-37.81999699961666, 144.9658859999717]"
"[-37.81998600026418, 144.96596499969286]"
"[-37.819617999776064, 144.96353099988715]"
"[-37.822484999709495, 144.95180899979815]"
"[-37.82262499967186, 144.95269000012334]"
"[-37.82252600012869, 144.95184099981154]"
"[-37.82276900015828, 144.95188899963964]"
"[-37.82273200033985, 144.95175599971864]"
"[-37.822667000050565, 144.95258300045603]"
"[-37.822669000151926, 144.95257100049156]"
"[-37.82268100022586, 144.95229600005163]"
"[-37.820394000270554, 144.96428899972406]"
"[-37.82038399958655, 144.9643300004602]"
"[-37.82036699976422, 144.96440000008786]"
"[-37.82258599984238, 144.9519649998141]"
"[-37.82257999978169, 144.9517209997155]"
"[-37.81995799958955, 144.9661230002383]"
"[-37.819904999709806, 144.966519999664]"
"[-37.819664999693046, 144.96346899973184]"
"[-37.82252999999306, 144.952586000497]"
"[-37.82265899985047, 144.95277400026853]"
"[-37.822687000317885, 144.95296500049642]"
"[-37.82076099982309, 144.9628629999692]"
"[-37.82234799987811, 144.953785999634]"
"[-37.822662999918585, 144.9532380000594]"
"[-37.82231299968411, 144.95166000059962]"
"[-37.81443099979788, 144.96614099966374]"
"[-37.814359999885745, 144.96612400063464]"
"[-37.81299599996616, 144.96566800008105]"
"[-37.81079500024507, 144.964509000091]"
"[-37.81367399962458, 144.9659419995607]"
"[-37.81045800026021, 144.96422200058907]"
"[-37.81326700003733, 144.9656980002199]"
"[-37.813656000269965, 144.96593499980528]"
"[-37.81364800020932, 144.96592699973414]"
"[-37.813626999960476, 144.96592600058935]"
"[-37.813247999737534, 144.9656870000181]"
"[-37.813246999582915, 144.96568799983064]"
"[-37.81344400038501, 144.9657000003001]"
"[-37.81343999959427, 144.96569699993202]"
"[-37.811742999567386, 144.9647829995189]"
"[-37.813886000093575, 144.96598700049083]"
"[-37.812487999771356, 144.96548300062216]"
"[-37.81247999963, 144.96546899965506]"
"[-37.829758000024086, 144.96502700020235]"
"[-37.819824999930084, 144.96708400019898]"
"[-37.819821999981144, 144.96709700034774]"
"[-37.819821000252, 144.967101000487]"
"[-37.82972000038613, 144.96515600029028]"
"[-37.82958399976609, 144.96460599977678]"
"[-37.81268199971881, 144.9656520005197]"
"[-37.81265899969835, 144.9656449996045]"
"[-37.829589999692935, 144.96463800023358]"
"[-37.82959100002212, 144.9646490005364]"
"[-37.82959400024886, 144.96464499939333]"
"[-37.82958599995927, 144.9645980006182]"
"[-37.829616999703745, 144.9647849995977]"
"[-37.811600000206504, 144.96471199971273]"
"[-37.811544000143435, 144.96469499958465]"
"[-37.81555699987496, 144.9665969996587]"
"[-37.812633999845204, 144.96563700058874]"
"[-37.81253400003334, 144.9656029996858]"
"[-37.812367999533436, 144.96533600033771]"
"[-37.8111220001504, 144.9645690002965]"
"[-37.81035999975304, 144.9641879998039]"
"[-37.8103369996564, 144.96418099953362]"
"[-37.816958999611785, 144.9672559996875]"
"[-37.81675899961954, 144.96715300063065]"
"[-37.83009299962509, 144.96505400055537]"
"[-37.8166489996638, 144.96709199992924]"
"[-37.81654199979673, 144.96701900063096]"
"[-37.8163849999498, 144.96696500036654]"
"[-37.81629100010496, 144.96693399980077]"
"[-37.814130000225745, 144.96601900055984]"
"[-37.81727199986335, 144.96735300044264]"
"[-37.812308999997015, 144.96529900004307]"
"[-37.817269999734435, 144.96735000062083]"
"[-37.81109099959131, 144.96457399997396]"
"[-37.81249100009559, 144.96548500039916]"
"[-37.81249100009559, 144.96548500039916]"
"[-37.81227499957413, 144.9652879995606]"
"[-37.81208500000382, 144.96516799951965]"
"[-37.81436600033044, 144.9768409995221]"
"[-37.81429499973568, 144.9748860001663]"
"[-37.81387300037863, 144.97551699955477]"
"[-37.81429200023892, 144.96426400001292]"
"[-37.81433400007915, 144.97583500038917]"
"[-37.813456999831004, 144.97731800022896]"
"[-37.813459000278016, 144.97731500014388]"
"[-37.81491999994772, 144.975214999692]"
"[-37.81605000030734, 144.9668959998966]"
"[-37.81473099955035, 144.97651200003907]"
"[-37.81476299973129, 144.97654500050947]"
"[-37.81604299972586, 144.96688800045044]"
"[-37.816364999835656, 144.96701300012748]"
"[-37.81641399993655, 144.9670350002007]"
"[-37.81437700024607, 144.97705799994668]"
"[-37.81437699954005, 144.97707699989317]"
"[-37.81408700037879, 144.97576299970646]"
"[-37.81371000021424, 144.97461600058713]"
"[-37.814834999957995, 144.96437099987463]"
"[-37.82187999971257, 144.93682900004447]"
"[-37.83906199992422, 144.98081700023192]"
"[-37.83906900033865, 144.98082000014006]"
"[-37.83908699991382, 144.9808339997705]"
"[-37.83830499969323, 144.9799089995129]"
"[-37.83816900034205, 144.97982799975605]"
"[-37.838985999612284, 144.97893400021115]"
"[-37.822055000384346, 144.93677400001135]"
"[-37.82207700036979, 144.93676200056447]"
"[-37.822127999913405, 144.93675199955064]"
"[-37.8137800000575, 144.96578000053296]"
"[-37.8223839998171, 144.9381259997307]"
"[-37.82235599983974, 144.93885799964406]"
"[-37.838005999563684, 144.9796450005083]"
"[-37.83916100037086, 144.98088099968297]"
"[-37.83916699963626, 144.98088599957666]"
"[-37.83933700011906, 144.9809849996389]"
"[-37.838870999801365, 144.97883600043698]"
"[-37.82121899993847, 144.95746400016301]"
"[-37.83837299981454, 144.980239999859]"
"[-37.80757599990132, 144.96295200004343]"
"[-37.80759400001423, 144.96295200060115]"
"[-37.814408999541804, 144.9661480000019]"
"[-37.81563000017065, 144.9667359998046]"
"[-37.80768199980537, 144.9629820004191]"
"[-37.81477399957868, 144.96632399974254]"
"[-37.80902000011119, 144.96298199959736]"
"[-37.809165999805906, 144.96317200041707]"
"[-37.812007999754634, 144.96495800002842]"
"[-37.807849999850795, 144.96298199964343]"
"[-37.80825800032233, 144.96281900049928]"
"[-37.80833600030035, 144.96277599998783]"
"[-37.80851699963973, 144.9624790004075]"
"[-37.8085289996979, 144.9624789999389]"
"[-37.81408300027084, 144.96593600000745]"
"[-37.81020499979161, 144.96411599960092]"
"[-37.810306999999746, 144.96415699988086]"
"[-37.81351299972634, 144.97726599978589]"
"[-37.813515999528434, 144.97726200005715]"
"[-37.81427600001876, 144.97470800033312]"
"[-37.8143609999503, 144.97679999982947]"
"[-37.8149030000007, 144.97668500049122]"
"[-37.81492100014854, 144.97671500046349]"
"[-37.81431899998235, 144.97534799987437]"
"[-37.814364999610824, 144.97683399984695]"
"[-37.81431999961715, 144.9755400004493]"
"[-37.814313999767016, 144.97509599980768]"
"[-37.81433800034147, 144.97588700059765]"
"[-37.814346999691935, 144.97636999971675]"
"[-37.81429099993732, 144.96426400022892]"
"[-37.81429099993732, 144.96426400022892]"
"[-37.81429800026665, 144.96426399990173]"
"[-37.813945999888304, 144.97560099977093]"
"[-37.81343399994072, 144.97733399947518]"
"[-37.814890000071884, 144.97525600053265]"
"[-37.81604299972586, 144.96688800045044]"
"[-37.81466900031492, 144.97644000008123]"
"[-37.81637899970578, 144.96701999990918]"
"[-37.81639899990241, 144.96702900025255]"
"[-37.814376999523745, 144.97702999989443]"
"[-37.81430199969119, 144.9642640002226]"
"[-37.816097999721634, 144.96690899965972]"
"[-37.81618000031089, 144.9669580006047]"
"[-37.81652300016366, 144.96708100014942]"
"[-37.81684500023449, 144.967238999559]"
"[-37.81689599990713, 144.9672730001681]"
"[-37.819778000354496, 144.94787600027973]"
"[-37.813708999684884, 144.9745789996642]"
"[-37.814435999727436, 144.97583300041762]"
"[-37.816041000002315, 144.9668879996536]"
"[-37.8143509996119, 144.9759640003997]"
"[-37.81436200027612, 144.9759370005463]"
"[-37.81459599981819, 144.96429399983754]"
"[-37.81465399981106, 144.964285000136]"
"[-37.77861299999128, 144.94070799968878]"
"[-37.77670100000929, 144.94045300011263]"
"[-37.7764059997705, 144.9404909999442]"
"[-37.77638400022983, 144.94049599982029]"
"[-37.77745600003522, 144.94146400040103]"
"[-37.77733599964655, 144.93835400040624]"
"[-37.777291000263986, 144.9383540005855]"
"[-37.77727099952425, 144.93835399993603]"
"[-37.77674800006238, 144.94118900041212]"
"[-37.77705700028654, 144.93959800014258]"
"[-37.77680700006922, 144.93912599990125]"
"[-37.776813000074796, 144.9391620004459]"
"[-37.7768649997106, 144.93932099996476]"
"[-37.77752700044155, 144.94029199985087]"
"[-37.775867999979184, 144.94157999951332]"
"[-37.775873999871955, 144.94162800052388]"
"[-37.77588099979954, 144.94168300051763]"
"[-37.77806600023689, 144.94085699941118]"
"[-37.77873499990873, 144.94055200036067]"
"[-37.77762499998984, 144.94048299958996]"
"[-37.77683899968662, 144.93952899956216]"
"[-37.77754800035413, 144.9419290002139]"
"[-37.77754899980681, 144.94194199985253]"
"[-37.77591400019085, 144.9419630005685]"
"[-37.77596400020419, 144.94135999989388]"
"[-37.7792720000827, 144.94149499997621]"
"[-37.778679999777154, 144.93972399961157]"
"[-37.7785040000584, 144.9394789996159]"
"[-37.778784000226096, 144.94043700049767]"
"[-37.77847799973606, 144.93943899956474]"
"[-37.778377000309874, 144.93930599993553]"
"[-37.77772700027944, 144.9411019998333]"
"[-37.77770699967605, 144.9411199999418]"
"[-37.77813399968303, 144.9389620005384]"
"[-37.77803499962964, 144.9388199997724]"
"[-37.77699299998765, 144.94114200059502]"
"[-37.77774799977388, 144.93852199975478]"
"[-37.77772300016153, 144.9385099995638]"
"[-37.778808000257435, 144.94006899959604]"
"[-37.77877799982662, 144.93995299987458]"
"[-37.77617299977786, 144.94132000036294]"
"[-37.777035000292955, 144.94113199981138]"
"[-37.77703899972484, 144.94113200011168]"
"[-37.7770419997392, 144.941131999757]"
"[-37.775521000346814, 144.93889899984]"
"[-37.777605000226174, 144.942429000264]"
"[-37.7792050000139, 144.94136499950162]"
"[-37.77918500050153, 144.94133800035266]"
"[-37.77915999983982, 144.94129699963824]"
"[-37.77915699984106, 144.94129199966503]"
"[-37.776653000352056, 144.93959000036077]"
"[-37.775776999767686, 144.940849000199]"
"[-37.77638399965926, 144.93963600015655]"
"[-37.77825200003897, 144.9408730004075]"
"[-37.77836699984995, 144.9408470002178]"
"[-37.77568599982579, 144.93972400046275]"
"[-37.77560799991761, 144.93956000060678]"
"[-37.77644700006905, 144.94126399954783]"
"[-37.777301000140774, 144.9412030002036]"
"[-37.78401399974036, 144.95507800047548]"
"[-37.78372999990312, 144.95476199951554]"
"[-37.78627900001079, 144.95218699981226]"
"[-37.78556700024615, 144.95310700038561]"
"[-37.78553599955909, 144.95313800002563]"
"[-37.78598200042165, 144.95256299997249]"
"[-37.785946000097624, 144.9526110003511]"
"[-37.785872000085945, 144.9527190005777]"
"[-37.785370999671514, 144.95338299991258]"
"[-37.78574199992716, 144.9528760000174]"
"[-37.785685000231965, 144.9529519997969]"
"[-37.78565899998321, 144.9529890001201]"
"[-37.77816400029806, 144.93912400028728]"
"[-37.77816000018674, 144.93912699981638]"
"[-37.7831029996181, 144.95405099991896]"
"[-37.783634999528985, 144.95463999999004]"
"[-37.783631999673254, 144.95463699987775]"
"[-37.783618999545794, 144.9546270004779]"
"[-37.785178000156165, 144.95360500052155]"
"[-37.78512799995294, 144.95367599950708]"
"[-37.7843189999839, 144.95470099950558]"
"[-37.78430300002734, 144.95471400023635]"
"[-37.78426999987611, 144.9547589998212]"
"[-37.78477099997882, 144.9541229995637]"
"[-37.78424299990762, 144.954786000014]"
"[-37.785051999706376, 144.95376800009743]"
"[-37.78665000009128, 144.95172600008922]"
"[-37.78548299973314, 144.953233999945]"
"[-37.77906199955571, 144.94103999961294]"
"[-37.77810599985822, 144.93917999970145]"
"[-37.77907000021809, 144.94104000014354]"
"[-37.77911200015392, 144.9412279999062]"
"[-37.78541700031381, 144.95333699993597]"
"[-37.77960200037273, 144.94104000022207]"
"[-37.77928400014055, 144.94102500019116]"
"[-37.784636000116855, 144.9542770003372]"
"[-37.784632999515374, 144.95428199975927]"
"[-37.77801399963878, 144.93913200055005]"
"[-37.77801300038433, 144.93913000050097]"
"[-37.78407799982099, 144.9550299994792]"
"[-37.77996800024397, 144.9413229996455]"
"[-37.78324800020875, 144.9541710002075]"
"[-37.7832230001629, 144.95415100020753]"
"[-37.78384000015416, 144.9548759997139]"
"[-37.77774600036998, 144.93875599986947]"
"[-37.78733899979762, 144.95080999973305]"
"[-37.777848999756, 144.93889999960598]"
"[-37.78713699976916, 144.95107100028338]"
"[-37.82239799978781, 144.93812900011508]"
"[-37.82228499961044, 144.93887299998843]"
"[-37.82231200016023, 144.93885800024535]"
"[-37.8384059997941, 144.9804229996189]"
"[-37.839198999991844, 144.98090400027306]"
"[-37.82125499982607, 144.94742299950704]"
"[-37.82125499950292, 144.94741900061302]"
"[-37.81481499981951, 144.94479900036532]"
"[-37.82095899979118, 144.947370999808]"
"[-37.82132800026199, 144.9571410002575]"
"[-37.820627000021915, 144.94729699982688]"
"[-37.82211300012737, 144.9380949999529]"
"[-37.81960700029677, 144.943024000114]"
"[-37.816127999873636, 144.94540800006052]"
"[-37.821476999738266, 144.95656799984093]"
"[-37.821504000332425, 144.9563009996193]"
"[-37.822409000085855, 144.9388430001928]"
"[-37.821157000217546, 144.95760899971748]"
"[-37.79774899963806, 144.92183199971495]"
"[-37.821200000034615, 144.9575140002162]"
"[-37.81168399967677, 144.96645599973644]"
"[-37.811747999966315, 144.9664839999591]"
"[-37.816417000307666, 144.94553100029992]"
"[-37.81978500000006, 144.94698600000433]"
"[-37.79752599961667, 144.9256849999045]"
"[-37.79781199982429, 144.92523700051157]"
"[-37.79818899986999, 144.9259829999623]"
"[-37.82251799989325, 144.95260599982032]"
"[-37.79901400005064, 144.9257369998798]"
"[-37.822575999515934, 144.95217400016438]"
"[-37.797892000032874, 144.92545999993445]"
"[-37.822554999541794, 144.9534170001916]"
"[-37.797054000144506, 144.92459900043826]"
"[-37.82033100022944, 144.96455599966004]"
"[-37.79903599988908, 144.9246180002853]"
"[-37.79783700019973, 144.9252680003214]"
"[-37.81356799979171, 144.9658659999335]"
"[-37.8129869999276, 144.9656680006377]"
"[-37.79785199979474, 144.92538000020284]"
"[-37.79785199989006, 144.92536199953017]"
"[-37.81323500000582, 144.96569699979128]"
"[-37.82989000038573, 144.9650270001221]"
"[-37.79790699973102, 144.92503399983497]"
"[-37.811836999719404, 144.9648570001316]"
"[-37.79815699980574, 144.9259400004789]"
"[-37.811694000214516, 144.9647570003646]"
"[-37.79813199975354, 144.92614699961086]"
"[-37.82975400018054, 144.96504099996918]"
"[-37.82958199975516, 144.964614999907]"
"[-37.79777899981068, 144.92540999989387]"
"[-37.8106019999783, 144.9642969999804]"
"[-37.79820500006791, 144.9239460004155]"
"[-37.829585000313116, 144.96460200018515]"
"[-37.79737899977247, 144.92251900039784]"
"[-37.8295830002543, 144.96458900040747]"
"[-37.829583000318415, 144.96458400006478]"
"[-37.82958900020835, 144.96464299963685]"
"[-37.79828500033156, 144.92437699990134]"
"[-37.79802100045687, 144.92573299979696]"
"[-37.82959400014359, 144.96466600060427]"
"[-37.812532999967495, 144.96555800035276]"
"[-37.797474000343314, 144.9231490003251]"
"[-37.830117000314225, 144.96506900011107]"
"[-37.79846699972079, 144.92419899966498]"
"[-37.814122999871834, 144.96601899958503]"
"[-37.81401700019944, 144.96600299998192]"
"[-37.816185999963665, 144.96691799953496]"
"[-37.816178999956726, 144.96691399983365]"
"[-37.79753300025524, 144.9232670000347]"
"[-37.81602300028649, 144.96684699974452]"
"[-37.797670999656056, 144.9234539995385]"
"[-37.797765999639736, 144.9235320001295]"
"[-37.81249199949722, 144.9654850002255]"
"[-37.79895100032151, 144.92413799984914]"
"[-37.813036999952146, 144.98924300063206]"
"[-37.813072000366525, 144.98927299951862]"
"[-37.81146799996597, 144.93575700038855]"
"[-37.812872000268136, 144.9890230004308]"
"[-37.81586499984137, 144.93920899961773]"
"[-37.812880999919685, 144.98907299958225]"
"[-37.81288100011913, 144.9890890002979]"
"[-37.81419899951056, 144.9439010002058]"
"[-37.81288099993376, 144.98909299991521]"
"[-37.81441000013716, 144.943298000524]"
"[-37.81559100001654, 144.94017500036247]"
"[-37.815220999940315, 144.94120499963748]"
"[-37.81121599951008, 144.9694209999583]"
"[-37.82057499956007, 144.94868700039788]"
"[-37.79744499968457, 144.92387100043695]"
"[-37.81451099951867, 144.94303099982218]"
"[-37.81608800026546, 144.9387980001951]"
"[-37.82082999989865, 144.94775900021023]"
"[-37.8208179996252, 144.9478050005036]"
"[-37.796957000242415, 144.92337199964913]"
"[-37.79693399955574, 144.9233560004776]"
"[-37.81269000035046, 144.98925099994165]"
"[-37.811294999968965, 144.96943300022724]"
"[-37.81134199958203, 144.96925400040817]"
"[-37.8191610002358, 144.95374400009706]"
"[-37.814624999857124, 144.94273400055505]"
"[-37.819181999826014, 144.95395700009945]"
"[-37.81930699993894, 144.953484000341]"
"[-37.81944300036313, 144.9525580004473]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.81247299958573, 144.9888309998181]"
"[-37.81247299958573, 144.9888309998181]"
"[-37.82055700013711, 144.94866200029898]"
"[-37.81301400001088, 144.9892240002877]"
"[-37.820897000226935, 144.94802900024754]"
"[-37.81963199957249, 144.94259600001718]"
"[-37.819584000441864, 144.94259600032055]"
"[-37.820080000152586, 144.95089700059563]"
"[-37.820442999563866, 144.94925400018266]"
"[-37.8201820000881, 144.94668100014215]"
"[-37.82022000030213, 144.94663700030551]"
"[-37.814627999795, 144.93798099985256]"
"[-37.81458700029269, 144.93804399987684]"
"[-37.81456799957421, 144.93807999967171]"
"[-37.81372100014226, 144.9403740003703]"
"[-37.814344999799175, 144.9385870002829]"
"[-37.81431600020178, 144.93865999961653]"
"[-37.81489799982294, 144.94019099984916]"
"[-37.82025000026007, 144.94659700060814]"
"[-37.820261999740026, 144.9465840000978]"
"[-37.820807999954866, 144.94667900011143]"
"[-37.81436899986387, 144.93989599981182]"
"[-37.819307999793566, 144.94647499986348]"
"[-37.82086600036493, 144.94693000041576]"
"[-37.81402899998742, 144.9395260000453]"
"[-37.81443399980297, 144.93993500055478]"
"[-37.81336399996273, 144.94169199983742]"
"[-37.81247299958573, 144.9888309998181]"
"[-37.82013299969901, 144.9467349997027]"
"[-37.82014299987377, 144.94672600009196]"
"[-37.82085099965022, 144.94716600017543]"
"[-37.81375400006625, 144.94062799966528]"
"[-37.81422399987001, 144.93889600058824]"
"[-37.814187999826515, 144.93950599969975]"
"[-37.81504399949178, 144.93722199996992]"
"[-37.83943399982029, 144.98104699959762]"
"[-37.83980299982189, 144.98126300029804]"
"[-37.838436000249104, 144.97999199950124]"
"[-37.8380909999216, 144.98030100033247]"
"[-37.83805200017162, 144.98031300004376]"
"[-37.82251200030159, 144.93986100006546]"
"[-37.821532999875984, 144.9560219995532]"
"[-37.821532999654266, 144.95596800046124]"
"[-37.821536999563165, 144.95588700051565]"
"[-37.82254899975783, 144.94004399982762]"
"[-37.82232000020193, 144.93899999960445]"
"[-37.822317000120144, 144.93898799985962]"
"[-37.83878200007926, 144.9806590005713]"
"[-37.838858000216526, 144.98070300022826]"
"[-37.82252100016935, 144.93881200042182]"
"[-37.83810599964974, 144.979768999581]"
"[-37.83809299983654, 144.97973599998318]"
"[-37.83833800029092, 144.9803820003284]"
"[-37.83835299977209, 144.98039199988978]"
"[-37.83898299955785, 144.97893300031677]"
"[-37.82198400023856, 144.93679300007332]"
"[-37.822395999863055, 144.9381399995178]"
"[-37.822284999571785, 144.93893399993252]"
"[-37.822280999994554, 144.93891000046972]"
"[-37.821836000137516, 144.93687199939808]"
"[-37.83836699965452, 144.98039599967586]"
"[-37.83841600031274, 144.98042800051206]"
"[-37.82150699983889, 144.9561690001621]"
"[-37.83916399953889, 144.9808829996559]"
"[-37.83920200003181, 144.9809050002506]"
"[-37.821422000329775, 144.9568209998886]"
"[-37.82148000029102, 144.95655100005527]"
"[-37.821480999588104, 144.95653899958734]"
"[-37.83852800035503, 144.98049000009303]"
"[-37.81144000011667, 144.97854199955148]"
"[-37.811359999981384, 144.97988500011138]"
"[-37.81117200025248, 144.97857700019125]"
"[-37.81200599994708, 144.97901300058274]"
"[-37.81094700010427, 144.98082000005465]"
"[-37.81183100020947, 144.98063699966238]"
