geo_coordinates
"[-37.819269000310676, 144.9473669998726]"
"[-37.81958799967807, 144.94769700040487]"
"[-37.821002999687835, 144.94889100049573]"
"[-37.82089999964075, 144.9488199998959]"
"[-37.81919699986525, 144.9473080004752]"
"[-37.81916100023368, 144.94724000052278]"
"[-37.82081299991087, 144.94871900000044]"
"[-37.82081199962216, 144.94870700038257]"
"[-37.82076499955607, 144.9486850002644]"
"[-37.820762999848135, 144.94868499996483]"
"[-37.82065800027872, 144.94859699981797]"
"[-37.776993000342216, 144.94197599956354]"
"[-37.821013999810106, 144.9648739998598]"
"[-37.82099700018054, 144.96489700039479]"
"[-37.77723700035044, 144.94192400016607]"
"[-37.778557999641976, 144.94171099994023]"
"[-37.82114800015982, 144.96192900009336]"
"[-37.82096799982211, 144.96202699985784]"
"[-37.82183600017512, 144.96298700060788]"
"[-37.78177600002862, 144.96286000044253]"
"[-37.82105999973779, 144.96212799983357]"
"[-37.82131999986985, 144.9619130000276]"
"[-37.77618699984784, 144.9421369995358]"
"[-37.77621900011049, 144.9421250003606]"
"[-37.776240999874155, 144.94212300059704]"
"[-37.78057599967444, 144.9405769996132]"
"[-37.78054099952899, 144.94055399997413]"
"[-37.780516999702485, 144.94053999983504]"
"[-37.782481999488716, 144.96352299965093]"
"[-37.782014000343345, 144.96229399959824]"
"[-37.816095999837685, 144.93861000049503]"
"[-37.81626099996559, 144.93826499994526]"
"[-37.816400000322616, 144.9374659993952]"
"[-37.816320000219214, 144.93740800019813]"
"[-37.81614699968944, 144.93846000001128]"
"[-37.816291999678946, 144.9382170001731]"
"[-37.81630000049063, 144.93819899955872]"
"[-37.78488999986646, 144.96192600021325]"
"[-37.81636099961824, 144.9380130005317]"
"[-37.8162960000647, 144.93737800035538]"
"[-37.78370300030572, 144.96357700054114]"
"[-37.816483000051356, 144.93768100039244]"
"[-37.782213999718884, 144.96302700029787]"
"[-37.823420999657195, 144.94269599990452]"
"[-37.82293999998001, 144.9415869999013]"
"[-37.82297100007484, 144.9417240003946]"
"[-37.822912000195025, 144.94132199963792]"
"[-37.784844999934194, 144.96114999967514]"
"[-37.784842999639814, 144.9611660004191]"
"[-37.823042000351855, 144.94213100008182]"
"[-37.82305399997999, 144.94198599963437]"
"[-37.82308500028465, 144.9419859995884]"
"[-37.814369000059536, 144.94064299952032]"
"[-37.77731700015239, 144.94189700062336]"
"[-37.821090999834844, 144.9654370004845]"
"[-37.82162399968974, 144.9656829995958]"
"[-37.821509999664514, 144.96565100064637]"
"[-37.821483000098645, 144.9656430000527]"
"[-37.820656000092285, 144.96530199964027]"
"[-37.8208899996556, 144.96542400031976]"
"[-37.8207320001944, 144.9653840003989]"
"[-37.820691000341064, 144.9653499997673]"
"[-37.77637499990177, 144.942097999939]"
"[-37.776519999649295, 144.94207799969277]"
"[-37.82118300012169, 144.96185299981872]"
"[-37.81435200035621, 144.94064300051753]"
"[-37.82104899961699, 144.9645820001363]"
"[-37.78189499991544, 144.96148299977042]"
"[-37.813994999822754, 144.94044700050722]"
"[-37.81410500014417, 144.94050699947184]"
"[-37.777655000455034, 144.94186900000335]"
"[-37.77772100018782, 144.94184899988002]"
"[-37.77777100007377, 144.94184599967502]"
"[-37.7818740000291, 144.96131499983318]"
"[-37.781796999498404, 144.9606390003988]"
"[-37.8216639996706, 144.9633200002999]"
"[-37.781845000263374, 144.96109500048968]"
"[-37.78144800010374, 144.96266300039875]"
"[-37.7813919999961, 144.96263800054894]"
"[-37.781286000297335, 144.96260100049184]"
"[-37.78128000024191, 144.9626010006152]"
"[-37.78178100014669, 144.96047200006652]"
"[-37.7817800000867, 144.960463999934]"
"[-37.78177300027879, 144.96033700052084]"
"[-37.782176000215834, 144.96322499968156]"
"[-37.776723999595205, 144.94201699990873]"
"[-37.82097500008003, 144.96465599965543]"
"[-37.776854999584046, 144.94199200031147]"
"[-37.77685899956366, 144.9419910003823]"
"[-37.821502999494705, 144.9634699996812]"
"[-37.77833899954326, 144.94174300035712]"
"[-37.77834699949439, 144.9417410004246]"
"[-37.78047599950201, 144.96251799984898]"
"[-37.780433999931645, 144.9625329997275]"
"[-37.78011300029017, 144.9625630002493]"
"[-37.781224000270285, 144.96258200052839]"
"[-37.77904999980879, 144.9622290004986]"
"[-37.77971299990511, 144.9625540006006]"
"[-37.77970099996853, 144.96254999962747]"
"[-37.77945299974769, 144.96247899959607]"
"[-37.8142710003877, 144.9405870002798]"
"[-37.779012999548094, 144.96219599984641]"
"[-37.82088399992499, 144.96192799989967]"
"[-37.820912999936844, 144.96183799955926]"
"[-37.820954999495065, 144.96185399964764]"
"[-37.821287000279575, 144.96409300035864]"
"[-37.82086200007184, 144.96226500042027]"
"[-37.8210710000782, 144.96191400024395]"
"[-37.82095600040448, 144.9620110003472]"
"[-37.82093899958161, 144.9622040000264]"
"[-37.820861999836794, 144.96225400006838]"
"[-37.821039000041125, 144.96188400038622]"
"[-37.82120099965343, 144.96440099967964]"
"[-37.82118999967334, 144.9644700002307]"
"[-37.780547999521644, 144.94055799994192]"
"[-37.780455000216875, 144.94049200048903]"
"[-37.781104999733714, 144.94122299974885]"
"[-37.77718900000471, 144.93840000028095]"
"[-37.780143999774914, 144.94037399961647]"
"[-37.778152000065404, 144.93975100048132]"
"[-37.778151999765655, 144.93973800027877]"
"[-37.778637000147484, 144.94024899989864]"
"[-37.77840100007495, 144.93943799959695]"
"[-37.77840100007495, 144.93943799959695]"
"[-37.77714999953754, 144.938416000354]"
"[-37.77840299978912, 144.93943799969975]"
"[-37.77726299958748, 144.93838899989387]"
"[-37.77994600004242, 144.94030399967252]"
"[-37.77839099988927, 144.93945299994286]"
"[-37.77840299978912, 144.93943799969975]"
"[-37.77840299978912, 144.93943799969975]"
"[-37.776798000378456, 144.9390260001904]"
"[-37.7784040001065, 144.93943800030604]"
"[-37.77840599982068, 144.9394380004088]"
"[-37.77840700011822, 144.93943799988028]"
"[-37.77795000013488, 144.93870900047952]"
"[-37.777942000058474, 144.93870100024756]"
"[-37.77788799991454, 144.9386420001818]"
"[-37.77840899983238, 144.93943799998306]"
"[-37.77834999984687, 144.93949399985522]"
"[-37.77688999971705, 144.93865999943216]"
"[-37.77683399952317, 144.93878600059182]"
"[-37.77727400036044, 144.93852199988385]"
"[-37.777277999788076, 144.93852200004284]"
"[-37.77727899986549, 144.9385380003628]"
"[-37.77898400021469, 144.9416279999587]"
"[-37.781527999534354, 144.94114700062735]"
"[-37.781556000198826, 144.94114000025638]"
"[-37.779196000329094, 144.9415869996429]"
"[-37.77932800010742, 144.94156099973986]"
"[-37.779833999917365, 144.9414630003938]"
"[-37.77992799962839, 144.9414520006071]"
"[-37.78015799957707, 144.94140799954175]"
"[-37.7802420000504, 144.9413849997313]"
"[-37.78027300005178, 144.94137599978322]"
"[-37.77961000029268, 144.94150799951544]"
"[-37.781642999492675, 144.94112899980502]"
"[-37.77781899970356, 144.93857600058243]"
"[-37.78055299980983, 144.9413340001662]"
"[-37.78069299964316, 144.9412990003844]"
"[-37.7807800000391, 144.94129100007055]"
"[-37.77722399962533, 144.9383850003434]"
"[-37.77720999982778, 144.9383849998623]"
"[-37.77718700029097, 144.93840000020464]"
"[-37.777176999920755, 144.9383999998731]"
"[-37.78193999956866, 144.941558999965]"
"[-37.78193999956866, 144.941558999965]"
"[-37.781037999890174, 144.94099900060934]"
"[-37.77818900021602, 144.93987700061498]"
"[-37.77815200009423, 144.9397559996009]"
"[-37.780834000331446, 144.94081100047057]"
"[-37.78102400029254, 144.94098199994738]"
"[-37.78094199991813, 144.94089300042566]"
"[-37.7784210000565, 144.93938999950814]"
"[-37.77839900023241, 144.93933600030383]"
"[-37.77736400036775, 144.94129599954877]"
"[-37.776905999856425, 144.9406070003345]"
"[-37.77707999985821, 144.9408610001799]"
"[-37.77618499972082, 144.94053399969908]"
"[-37.776028999762744, 144.94055199993977]"
"[-37.778609999621075, 144.94071200007636]"
"[-37.776794000115295, 144.94045900007046]"
"[-37.77670400020859, 144.94045100034373]"
"[-37.77669700004499, 144.94045400012158]"
"[-37.776601999932886, 144.94047200054948]"
"[-37.77627699985248, 144.94052099998382]"
"[-37.77733199990678, 144.94125399961402]"
"[-37.77762999955909, 144.94120100003198]"
"[-37.777568999662336, 144.94126899986315]"
"[-37.77662100025055, 144.94120800011888]"
"[-37.77674400009073, 144.94119000038242]"
"[-37.77699300026961, 144.9395099999226]"
"[-37.77935600036582, 144.9419130000222]"
"[-37.77690499989533, 144.9393949995989]"
"[-37.77753999952318, 144.94032300050634]"
"[-37.777674999857965, 144.94057199964502]"
"[-37.777934000272694, 144.94083199959866]"
"[-37.77748099987192, 144.94153599955007]"
"[-37.7786030003393, 144.93959699985842]"
"[-37.775927000153345, 144.94207000042934]"
"[-37.77594700039215, 144.94136000031855]"
"[-37.775956999855374, 144.94135999994703]"
"[-37.77925299979521, 144.94146999974745]"
"[-37.77869099972944, 144.93974399964048]"
"[-37.777812999717156, 144.94099900039186]"
"[-37.77846299967505, 144.93941000031734]"
"[-37.778377999561656, 144.9393079999967]"
"[-37.778353000024296, 144.93926700038273]"
"[-37.77815199965906, 144.93898800056317]"
"[-37.778024000361356, 144.93880699970077]"
"[-37.77879000035634, 144.93999100005692]"
"[-37.77878300000815, 144.93996400045634]"
"[-37.77878099972436, 144.93996000034403]"
"[-37.77617000010293, 144.94132099981533]"
"[-37.77620300000886, 144.94131500018645]"
"[-37.77922700023985, 144.94140999952424]"
"[-37.77758799975562, 144.94226100036113]"
"[-37.77915199996313, 144.9412839998045]"
"[-37.776196000178366, 144.93967900016796]"
"[-37.775772000055, 144.94067400046347]"
"[-37.77655100019171, 144.93960600044457]"
"[-37.77639899976346, 144.93963600035633]"
"[-37.77623400020534, 144.93966700025237]"
"[-37.77603899965886, 144.9397129999236]"
"[-37.775706000148475, 144.93973999976023]"
"[-37.77566700019833, 144.93971399983698]"
"[-37.775595000116205, 144.93947900007026]"
"[-37.77557099982772, 144.9391570000052]"
"[-37.777458999646804, 144.93840400035273]"
"[-37.77676300021357, 144.93956900047507]"
"[-37.77675899956191, 144.93957300019454]"
"[-37.77761200034154, 144.94249600032705]"
"[-37.7764389999438, 144.94126799998645]"
"[-37.776467000311456, 144.9412549998405]"
"[-37.77722999951075, 144.94111599978606]"
"[-37.7772330004456, 144.94111600054023]"
"[-37.78704500017488, 144.95120200031133]"
"[-37.77817099950871, 144.93913300027958]"
"[-37.77816500036668, 144.93913299999505]"
"[-37.77816399968995, 144.93913200025978]"
"[-37.783328000028604, 144.95427100020143]"
"[-37.78327800017285, 144.9542099995684]"
"[-37.786370999962166, 144.95206999990282]"
"[-37.78403399959019, 144.95507799990133]"
"[-37.78376599950925, 144.9548000005257]"
"[-37.78369300004429, 144.95471300063417]"
"[-37.786342999642564, 144.95210799971449]"
"[-37.78626000031084, 144.95221700003617]"
"[-37.78297200026056, 144.95382899996724]"
"[-37.78647999984533, 144.95193699985055]"
"[-37.78643400010822, 144.9519909999454]"
"[-37.78552600019843, 144.95315600002547]"
"[-37.785972000102305, 144.95257699977816]"
"[-37.7861609996843, 144.9523470002961]"
"[-37.78708399991877, 144.951153999706]"
"[-37.78605100003088, 144.95247700061262]"
"[-37.7853009999839, 144.95346900023085]"
"[-37.78529399959309, 144.95347599954886]"
"[-37.785760999684314, 144.9528490001872]"
"[-37.78569200019796, 144.95294700003174]"
"[-37.78566000004018, 144.95298800053038]"
"[-37.78367499976934, 144.95469399960908]"
"[-37.77816100035301, 144.93911699991105]"
"[-37.78401200001576, 144.95507799995798]"
"[-37.7839980001007, 144.95505500060662]"
"[-37.78398100013426, 144.95503199993453]"
"[-37.78518099966316, 144.95360299991987]"
"[-37.785286000060694, 144.9534839995536]"
"[-37.78431400032971, 144.9547050002704]"
"[-37.78501700037143, 144.9538100000863]"
"[-37.78497099999618, 144.95386500058703]"
"[-37.786673999861506, 144.95169100034306]"
"[-37.78664400013487, 144.95173300046727]"
"[-37.78350399993081, 144.95447500050977]"
"[-37.779065999886896, 144.94103999987826]"
"[-37.78394199964232, 144.95499000050665]"
"[-37.78389999976266, 144.9549470005551]"
"[-37.78388299966686, 144.95493100017603]"
"[-37.779035999661005, 144.9410549999104]"
"[-37.77812400030873, 144.9391640005804]"
"[-37.77810099982662, 144.93918400002383]"
"[-37.778072000074104, 144.9391939998029]"
"[-37.77806900006254, 144.93919400023793]"
"[-37.77941999952558, 144.9410250004054]"
"[-37.77945500034493, 144.9410249999306]"
"[-37.779502000326474, 144.94104000020428]"
"[-37.78545299989337, 144.95329899952694]"
"[-37.77976499953836, 144.94104899987633]"
"[-37.77931300003361, 144.94102500047094]"
"[-37.77933899952359, 144.94103400036818]"
"[-37.78457800040302, 144.95435800004168]"
"[-37.784194999723816, 144.9548649995558]"
"[-37.783250000166696, 144.9541719999089]"
"[-37.77995800021012, 144.9411850002805]"
"[-37.77817000009215, 144.93913299965223]"
"[-37.78324100017238, 144.95416500038507]"
"[-37.78692599948308, 144.9513699996641]"
"[-37.777734000189376, 144.93873900045634]"
"[-37.787341999623976, 144.9508060004109]"
"[-37.777852999490726, 144.9389079996971]"
"[-37.78562300010825, 144.95303599968486]"
"[-37.78559299963947, 144.95307700056858]"
"[-37.78716299980015, 144.95104200061988]"
"[-37.78725700001476, 144.95091499989798]"
"[-37.78135300002981, 144.95070899960325]"
"[-37.781347999507354, 144.9507550004345]"
"[-37.82026700008201, 144.96275299980823]"
"[-37.82026099970389, 144.96276100006352]"
"[-37.78149599987365, 144.95175800052746]"
"[-37.78157499992486, 144.95199799962845]"
"[-37.78161200022007, 144.95095300047277]"
"[-37.78133600004068, 144.95130000034547]"
"[-37.78145599960852, 144.95153800011144]"
"[-37.781645999888845, 144.95131600004314]"
"[-37.78164400005625, 144.95129899974222]"
"[-37.78187500001473, 144.95187100053772]"
"[-37.78232599954892, 144.94966099995605]"
"[-37.782374999556545, 144.9496019998338]"
"[-37.782395999969246, 144.94956199981468]"
"[-37.78133300023389, 144.9512179999215]"
"[-37.78133400031009, 144.95123700001585]"
"[-37.781334000047494, 144.9512459995237]"
"[-37.782568999582686, 144.95334400052576]"
"[-37.82019800016892, 144.96283500029256]"
"[-37.820189999533646, 144.9628450004294]"
"[-37.78167099963995, 144.95072800053333]"
"[-37.78194499981994, 144.9522270005717]"
"[-37.78185299984196, 144.95168699984131]"
"[-37.78184500012695, 144.95160000010017]"
"[-37.7818359997716, 144.95145199994056]"
"[-37.78210100003404, 144.95265299948628]"
"[-37.78200300035916, 144.95241800056044]"
"[-37.78239799953727, 144.9494610002079]"
"[-37.78239499963806, 144.94945200060536]"
"[-37.78239500024553, 144.94945100025157]"
"[-37.78167299991827, 144.9505999998799]"
"[-37.78177699985487, 144.95025900009614]"
"[-37.781539999603126, 144.94114700031218]"
"[-37.781542999615354, 144.94114699994964]"
"[-37.77935799960619, 144.94155900029307]"
"[-37.778758999881944, 144.94166700014276]"
"[-37.77982899998831, 144.94146500005715]"
"[-37.779499999798745, 144.9415230003123]"
"[-37.78162899993229, 144.9411069996276]"
"[-37.78082400025042, 144.941279000546]"
"[-37.78086900019928, 144.94126799969578]"
"[-37.780431000383736, 144.9404780003853]"
"[-37.77724100033459, 144.93838500033314]"
"[-37.77718400026004, 144.93839999953528]"
"[-37.77727899956879, 144.9385229997833]"
"[-37.78105699968971, 144.94105000048526]"
"[-37.778230999621506, 144.9399309997944]"
"[-37.77815600006981, 144.93977699997623]"
"[-37.78081099957346, 144.9407910001043]"
"[-37.78072400003184, 144.94068900060694]"
"[-37.78062799984437, 144.940617999689]"
"[-37.78060099983004, 144.94060100010273]"
"[-37.778422000272094, 144.9393969998186]"
"[-37.779435999912884, 144.94023100059152]"
"[-37.77592799962272, 144.93973200049928]"
"[-37.77543299958876, 144.93887300010766]"
"[-37.7757970001155, 144.94099600034045]"
"[-37.77699199970894, 144.9407330003525]"
"[-37.777354999639556, 144.94128399967184]"
"[-37.777308999855805, 144.94121300005165]"
"[-37.77716100006131, 144.94099300031613]"
"[-37.77709400018311, 144.94088000045681]"
"[-37.7768010001092, 144.94046299984348]"
"[-37.77642200017796, 144.9404909998036]"
"[-37.776341999795335, 144.94050800023436]"
"[-37.77731100008307, 144.93835400012495]"
"[-37.777267000096884, 144.9383539997861]"
"[-37.7775730003725, 144.9412650001868]"
"[-37.77667699982131, 144.9411989995877]"
"[-37.77685400015738, 144.93929500004052]"
"[-37.77759599977474, 144.94042999990577]"
"[-37.77585500029321, 144.94147500031875]"
"[-37.775899999713054, 144.9418480003972]"
"[-37.77709200007136, 144.93963899967653]"
"[-37.77773699992397, 144.94065900004094]"
"[-37.7780169996226, 144.94085700012917]"
"[-37.77770199958139, 144.94061300060088]"
"[-37.777485999516706, 144.94155100001055]"
"[-37.77750600001223, 144.94161400035847]"
"[-37.777508000187815, 144.9416229995307]"
"[-37.7768529997827, 144.9411660002811]"
"[-37.77695600030515, 144.94114699982697]"
"[-37.777537999840774, 144.94184900049717]"
"[-37.77591699999621, 144.94200100061263]"
"[-37.7759320002767, 144.94135999976592]"
"[-37.77927999991346, 144.94151300018814]"
"[-37.77774999966697, 144.94107299979402]"
"[-37.777710000062456, 144.9411159996205]"
"[-37.77806599980908, 144.9388549998922]"
"[-37.77879199973835, 144.9399950001956]"
"[-37.77618099990579, 144.94131599994557]"
"[-37.7762759996274, 144.9412989998531]"
"[-37.77759699996286, 144.94234700003753]"
"[-37.77917699970858, 144.94132499940017]"
"[-37.77657100034574, 144.93960200042974]"
"[-37.77629400010294, 144.93965100045162]"
"[-37.7776010002845, 144.9384570002055]"
"[-37.77674199959333, 144.93957500042492]"
"[-37.776432999714494, 144.94127000006324]"
"[-37.77817099950871, 144.93913300027958]"
"[-37.783333999594795, 144.9542800002927]"
"[-37.78402199950017, 144.9550780002508]"
"[-37.78372399996839, 144.95475500005975]"
"[-37.786822000012855, 144.95151300010897]"
"[-37.78680700036288, 144.95152800013776]"
"[-37.78628299991743, 144.95218199985874]"
"[-37.78300600027128, 144.95386999955977]"
"[-37.78639600014404, 144.95203500003547]"
"[-37.78551100018586, 144.95318099985133]"
"[-37.78620099991209, 144.95229099967426]"
"[-37.786131999867514, 144.95238500022992]"
"[-37.78610800018389, 144.95240400009962]"
"[-37.78700100007822, 144.95127099974113]"
"[-37.78438599990763, 144.95459000016345]"
"[-37.784372999542605, 144.95461600018055]"
"[-37.78435100024193, 144.9546429999869]"
"[-37.785187999803156, 144.95359500025646]"
"[-37.7839900003926, 144.9550440002848]"
"[-37.78367000030609, 144.95468399990327]"
"[-37.78679400015453, 144.9515420001901]"
"[-37.786767999553135, 144.95157600039224]"
"[-37.78510899983851, 144.9536880000983]"
"[-37.784292999604816, 144.95472499947658]"
"[-37.78426899980264, 144.95475999936815]"
"[-37.78481599994742, 144.95406700047832]"
"[-37.78506400013978, 144.9537550003374]"
"[-37.78503400030129, 144.95379600059746]"
"[-37.78499100034575, 144.95384900050837]"
"[-37.78422699981962, 144.95480599984788]"
"[-37.78421100027755, 144.95483199956138]"
"[-37.784667999774285, 144.95424300016072]"
"[-37.78355800002994, 144.95453999936035]"
"[-37.77902899992331, 144.94110700032329]"
"[-37.78286099994046, 144.95370199961337]"
"[-37.783909999837746, 144.95495699985628]"
"[-37.78387499976961, 144.95492299982763]"
"[-37.77905400034697, 144.94104400020444]"
"[-37.779078999546726, 144.94104299994947]"
"[-37.7790569997317, 144.94115299975076]"
"[-37.78539900026753, 144.95335500032303]"
"[-37.785389999783014, 144.9533639999582]"
"[-37.78459500006466, 144.9543280005698]"
"[-37.78408200003918, 144.95502199987578]"
"[-37.77983899952281, 144.94106100059608]"
"[-37.77990799969628, 144.94109800002647]"
"[-37.778168000378145, 144.9391329995574]"
"[-37.78340699977594, 144.95436499975946]"
"[-37.78383299967515, 144.95486800021195]"
"[-37.78382099962062, 144.95485700007092]"
"[-37.78380599971431, 144.95484299980586]"
"[-37.7838039997615, 144.9548420000793]"
"[-37.77769300026124, 144.93866999998883]"
"[-37.77787999991729, 144.93894699956306]"
"[-37.77786399973181, 144.93892599996383]"
"[-37.785598000262056, 144.95306999958814]"
"[-37.787177999794736, 144.9510219995352]"
"[-37.78710799999015, 144.95112400042697]"
"[-37.78708999985749, 144.95114700037453]"
"[-37.78731900003075, 144.95083300056427]"
"[-37.787304999521574, 144.95085000015774]"
"[-37.78729699961791, 144.95086900057586]"
"[-37.78727699974711, 144.9508950003191]"
"[-37.784524000155756, 144.95443200032213]"
"[-37.78657500020825, 144.95180899956526]"
"[-37.78134499967318, 144.95082100015205]"
"[-37.82008399993363, 144.96296699998632]"
"[-37.78150900024299, 144.95185900037305]"
"[-37.78138100014238, 144.95044800017564]"
"[-37.78162399963082, 144.95088499997476]"
"[-37.78140900019856, 144.95143700013233]"
"[-37.78145400007558, 144.9515320000039]"
"[-37.78167300025591, 144.9515330000319]"
"[-37.78187899989694, 144.95192000055346]"
"[-37.7818720001436, 144.95184799967745]"
"[-37.78186399977212, 144.95174800016144]"
"[-37.78170000030188, 144.95199000057653]"
"[-37.781723000080675, 144.95187799997055]"
"[-37.78170100012797, 144.95173500060005]"
"[-37.78168199962386, 144.95160399964868]"
"[-37.82081400017768, 144.96214000004147]"
"[-37.78240199973021, 144.9495389999689]"
"[-37.781334000207025, 144.95123000002866]"
"[-37.81398600018846, 144.9412540003523]"
"[-37.81398499987603, 144.94125399974345]"
"[-37.78252099963603, 144.9532750000148]"
"[-37.78267499970299, 144.95348199960833]"
"[-37.781978999543206, 144.95234700011804]"
"[-37.781960999990446, 144.95229100029488]"
"[-37.78195400036793, 144.9522630002581]"
"[-37.7819529996402, 144.9522580001056]"
"[-37.7819500000653, 144.9522460005712]"
"[-37.78212600002101, 144.95270299962624]"
"[-37.82064200026381, 144.96232099976282]"
"[-37.78239699984394, 144.94946000024993]"
"[-37.78177799993188, 144.95025499953772]"
"[-37.78177999973671, 144.95021999977018]"
"[-37.81397899986245, 144.94125399944636]"
"[-37.81582400012547, 144.93928500007303]"
"[-37.814324999774364, 144.94354200006984]"
"[-37.81473199948766, 144.9424329996914]"
"[-37.81478800031148, 144.94226999990357]"
"[-37.81411799988265, 144.94415000026123]"
"[-37.814221999540464, 144.94382500016746]"
"[-37.81434400038552, 144.94348500041534]"
"[-37.814443000244616, 144.9431990001941]"
"[-37.8144739999451, 144.9431320004064]"
"[-37.797547000131836, 144.92368900059384]"
"[-37.814823999767675, 144.94216399964998]"
"[-37.814873000051655, 144.94204700004815]"
"[-37.814873999828784, 144.9420429998553]"
"[-37.79734399993546, 144.9239600003784]"
"[-37.797376000122206, 144.92393600014483]"
"[-37.797439999805285, 144.92387600001325]"
"[-37.814974000117296, 144.94179499966103]"
"[-37.81604099958408, 144.93881199977238]"
"[-37.79749900022155, 144.9235690003166]"
"[-37.811139999852706, 144.9699330004844]"
"[-37.79766299961501, 144.9235839995219]"
"[-37.81141700038584, 144.93548100027564]"
"[-37.811269999611575, 144.96949299974267]"
"[-37.81128800014387, 144.96945200028657]"
"[-37.81149800038006, 144.9358330004914]"
"[-37.816164000176876, 144.9386349995417]"
"[-37.81945899981191, 144.9434900003095]"
"[-37.819344999930514, 144.94342000014908]"
"[-37.81154699983094, 144.93593699967238]"
"[-37.81153899969865, 144.93591600044354]"
"[-37.811466999784486, 144.9687860002141]"
"[-37.81150099957868, 144.96868900027619]"
"[-37.81505099961305, 144.9414229995221]"
"[-37.81651599959053, 144.9375790004087]"
"[-37.81652600000133, 144.93756099967888]"
"[-37.78347800027467, 144.96363799964428]"
"[-37.78209900007694, 144.96271499984144]"
"[-37.78265900038136, 144.96364199971327]"
"[-37.823444999751004, 144.9427270006261]"
"[-37.82348599991545, 144.94277199959288]"
"[-37.82324500024604, 144.9418440002591]"
"[-37.78207600026868, 144.962622999946]"
"[-37.82318499955424, 144.94191000004963]"
"[-37.823213999873666, 144.94187399972634]"
"[-37.784861000250054, 144.96137999980917]"
"[-37.784865000301686, 144.96142199976777]"
"[-37.78478999971686, 144.96049799978658]"
"[-37.78480299954159, 144.9606020000826]"
"[-37.78479399997355, 144.9603909999846]"
"[-37.784792999583416, 144.9604229996224]"
"[-37.78435399985733, 144.96347399971043]"
"[-37.7849079998187, 144.9621389995937]"
"[-37.78481599995677, 144.96071899955217]"
"[-37.78481700025427, 144.96074700062482]"
"[-37.81651900025922, 144.93750299951267]"
"[-37.81650599967969, 144.9375000000157]"
"[-37.81647700035799, 144.93748500006905]"
"[-37.782616000170634, 144.96361799994827]"
"[-37.781985000230144, 144.96210700022021]"
"[-37.7841669994944, 144.96351600007085]"
"[-37.784935999972475, 144.9630730004517]"
"[-37.78492500020754, 144.96308899959445]"
"[-37.784958000035274, 144.96285700036202]"
"[-37.784969000036384, 144.96293600035483]"
"[-37.78497300023858, 144.96300299959384]"
"[-37.776764000083304, 144.94200900001138]"
"[-37.78483599950234, 144.96321399967076]"
"[-37.78478000002025, 144.96327100042672]"
"[-37.78492699961412, 144.96240200050312]"
"[-37.784869999538955, 144.96152599990106]"
"[-37.81644300004462, 144.93748500017648]"
"[-37.7820159998258, 144.96232299978456]"
"[-37.78314099993103, 144.9636729998611]"
"[-37.78300900005452, 144.96369200056665]"
"[-37.78297199965783, 144.96369900003575]"
"[-37.816130000328414, 144.93856600017742]"
"[-37.81636500038456, 144.93743800055492]"
"[-37.8163299996225, 144.93740800017616]"
"[-37.81632600022149, 144.93740800017494]"
"[-37.81631700020814, 144.93740799964203]"
"[-37.81612500013533, 144.93852500006616]"
"[-37.816196000009285, 144.93848799940253]"
"[-37.78488699977813, 144.96189100032694]"
"[-37.78489100036213, 144.96193699953628]"
"[-37.81619599978735, 144.93831499985086]"
"[-37.816203999867454, 144.93830899970797]"
"[-37.784700000390075, 144.9633340002177]"
"[-37.784691000260054, 144.96333900048194]"
"[-37.78239300036858, 144.96338700062424]"
"[-37.82290300025613, 144.9414389997451]"
"[-37.82290399967191, 144.94144400024734]"
"[-37.81619600027138, 144.93848399963522]"
"[-37.82292799966067, 144.94127999961964]"
"[-37.82334499953054, 144.94261199993065]"
"[-37.82336200012946, 144.9426350004108]"
"[-37.81632999971539, 144.93809500016255]"
"[-37.82292299982732, 144.94129200033757]"
"[-37.82290000021319, 144.94141399968257]"
"[-37.823021000199425, 144.9420320004974]"
"[-37.823114999960794, 144.94236499963952]"
"[-37.82298700031037, 144.94188200004552]"
"[-37.78446299977704, 144.96345500049011]"
"[-37.82185000015788, 144.96318099961525]"
"[-37.82179599966084, 144.96322000043926]"
"[-37.814369000059536, 144.94064299952032]"
"[-37.821359000322474, 144.96561499979643]"
"[-37.82126999957643, 144.96557600038213]"
"[-37.82181700018522, 144.96296399968847]"
"[-37.78157299974364, 144.96272800016453]"
"[-37.781528000315305, 144.9627079995544]"
"[-37.77636700029276, 144.94210100001501]"
"[-37.77638600009366, 144.94209400041268]"
"[-37.8212359998925, 144.9618380000323]"
"[-37.821106999795155, 144.96455800033308]"
"[-37.81407700006698, 144.94049300017463]"
"[-37.81412799995396, 144.9405169995072]"
"[-37.78192699960506, 144.96172599960047]"
"[-37.78192600014309, 144.96170599996765]"
"[-37.781807000345694, 144.96069299998186]"
"[-37.78211399987164, 144.96315600040683]"
"[-37.781470999766846, 144.96267700017796]"
"[-37.781866999878524, 144.96123900005895]"
"[-37.78178399955376, 144.96050600038555]"
"[-37.781774000262345, 144.96030300040334]"
"[-37.78197200005451, 144.9630040000495]"
"[-37.781969000244935, 144.96300000045972]"
"[-37.781425000061006, 144.96265200048094]"
"[-37.781774999843115, 144.96032700015468]"
"[-37.820971999983264, 144.96464999965815]"
"[-37.82098599990992, 144.96467299952533]"
"[-37.77686299954325, 144.94199000045305]"
"[-37.78017899952134, 144.9625549998759]"
"[-37.78010199954767, 144.9625679995713]"
"[-37.77981099975769, 144.96256999972778]"
